stress_axis,stress_level,method,task_success,ci95_success,semantic_violation,functional_blockage,slip_rate,damage_rate,oracle_regret
surface_normal_noise,1.0,oracle_task_closure,0.32143,0.04200,0.17857,0.22321,0.27857,0.29286,0.00000
friction_shift,0.0,probabilistic_normals_pong,0.07500,0.02619,0.73214,0.56250,0.03036,0.36250,0.22011
friction_shift,0.0,taskgrasp_semantic_ranker,0.24821,0.04455,0.19821,0.32321,0.23214,0.34821,0.06600
friction_shift,0.0,language_conditioned_grasp_policy,0.24821,0.02949,0.16071,0.33214,0.25893,0.34107,0.06537
friction_shift,0.0,risk_aware_force_closure,0.10179,0.02232,0.68929,0.48750,0.06250,0.22143,0.18189
friction_shift,0.0,semantic_force_closure_revisited,0.28036,0.03996,0.28393,0.30893,0.15714,0.27857,0.06764
friction_shift,0.0,oracle_task_closure,0.36250,0.03818,0.18750,0.22143,0.18214,0.30179,0.00000
friction_shift,0.2,probabilistic_normals_pong,0.07857,0.01980,0.70893,0.56250,0.06429,0.35893,0.21882
friction_shift,0.2,taskgrasp_semantic_ranker,0.22857,0.04464,0.18393,0.32321,0.23571,0.37857,0.06641
friction_shift,0.2,language_conditioned_grasp_policy,0.25000,0.03892,0.16071,0.34643,0.28036,0.36250,0.06969
friction_shift,0.2,risk_aware_force_closure,0.10000,0.02071,0.66786,0.51964,0.08393,0.19821,0.19162
friction_shift,0.2,semantic_force_closure_revisited,0.28750,0.03929,0.27679,0.32679,0.18393,0.26964,0.07117
friction_shift,0.2,oracle_task_closure,0.36607,0.03195,0.18036,0.22857,0.21250,0.26964,0.00000
friction_shift,0.4,probabilistic_normals_pong,0.06071,0.01246,0.72500,0.54107,0.05536,0.36786,0.21893
friction_shift,0.4,taskgrasp_semantic_ranker,0.24107,0.03918,0.18393,0.29821,0.25357,0.36071,0.06296
friction_shift,0.4,language_conditioned_grasp_policy,0.22857,0.01980,0.19286,0.34821,0.29821,0.33393,0.06996
friction_shift,0.4,risk_aware_force_closure,0.08393,0.03011,0.66964,0.52143,0.08929,0.21250,0.18521
friction_shift,0.4,semantic_force_closure_revisited,0.25714,0.03065,0.27143,0.31429,0.20536,0.26964,0.06624
friction_shift,0.4,oracle_task_closure,0.35179,0.04357,0.19286,0.24643,0.21250,0.28393,0.00000
friction_shift,0.6,probabilistic_normals_pong,0.07679,0.02475,0.73214,0.55179,0.09821,0.35714,0.21684
friction_shift,0.6,taskgrasp_semantic_ranker,0.21250,0.03071,0.17143,0.30714,0.28036,0.34107,0.07017
friction_shift,0.6,language_conditioned_grasp_policy,0.22321,0.04550,0.18214,0.35179,0.35893,0.35000,0.07399
friction_shift,0.6,risk_aware_force_closure,0.09107,0.01030,0.68750,0.47857,0.10536,0.22321,0.17790
friction_shift,0.6,semantic_force_closure_revisited,0.23571,0.04156,0.30714,0.30357,0.20893,0.27143,0.07210
friction_shift,0.6,oracle_task_closure,0.33929,0.04258,0.18393,0.21071,0.23750,0.28214,0.00000
friction_shift,0.8,probabilistic_normals_pong,0.06786,0.02061,0.69286,0.53929,0.11964,0.33750,0.20801
friction_shift,0.8,taskgrasp_semantic_ranker,0.21071,0.04258,0.17857,0.31071,0.31964,0.36429,0.06956
friction_shift,0.8,language_conditioned_grasp_policy,0.21429,0.03182,0.19286,0.35357,0.33393,0.37500,0.07270
friction_shift,0.8,risk_aware_force_closure,0.09464,0.01591,0.66607,0.47679,0.13036,0.22857,0.18774
friction_shift,0.8,semantic_force_closure_revisited,0.25179,0.02997,0.29464,0.30536,0.21964,0.30536,0.06539
friction_shift,0.8,oracle_task_closure,0.33393,0.03411,0.16607,0.23214,0.25536,0.25893,0.00000
friction_shift,1.0,probabilistic_normals_pong,0.07679,0.02532,0.70714,0.53571,0.16071,0.36429,0.21677
friction_shift,1.0,taskgrasp_semantic_ranker,0.20893,0.03283,0.16607,0.28571,0.31786,0.36429,0.06940
friction_shift,1.0,language_conditioned_grasp_policy,0.20357,0.04862,0.15000,0.32857,0.36607,0.35000,0.06923
friction_shift,1.0,risk_aware_force_closure,0.10893,0.04097,0.68393,0.51071,0.15893,0.20357,0.18800
friction_shift,1.0,semantic_force_closure_revisited,0.23750,0.02450,0.27500,0.30179,0.26250,0.30536,0.06474
friction_shift,1.0,oracle_task_closure,0.33929,0.04121,0.16607,0.22679,0.28393,0.29107,0.00000
semantic_label_noise,0.0,probabilistic_normals_pong,0.07321,0.01959,0.71071,0.53214,0.09286,0.37321,0.21404
semantic_label_noise,0.0,taskgrasp_semantic_ranker,0.25179,0.03182,0.10893,0.24643,0.29107,0.35714,0.04138
semantic_label_noise,0.0,language_conditioned_grasp_policy,0.25536,0.04807,0.14286,0.31964,0.34286,0.37857,0.05383
semantic_label_noise,0.0,risk_aware_force_closure,0.09821,0.02357,0.63571,0.46250,0.11250,0.20714,0.17291
semantic_label_noise,0.0,semantic_force_closure_revisited,0.28750,0.04310,0.21964,0.26964,0.23214,0.30714,0.03739
semantic_label_noise,0.0,oracle_task_closure,0.33571,0.04455,0.16250,0.22679,0.25357,0.30714,0.00000
semantic_label_noise,0.2,probabilistic_normals_pong,0.06964,0.01591,0.71429,0.52321,0.09286,0.36786,0.21978
semantic_label_noise,0.2,taskgrasp_semantic_ranker,0.26429,0.03357,0.13750,0.29107,0.28393,0.34107,0.05698
semantic_label_noise,0.2,language_conditioned_grasp_policy,0.24107,0.04399,0.14286,0.32679,0.30714,0.35893,0.06397
semantic_label_noise,0.2,risk_aware_force_closure,0.12679,0.03182,0.67679,0.47857,0.12857,0.21071,0.17980
semantic_label_noise,0.2,semantic_force_closure_revisited,0.30179,0.05644,0.24464,0.27143,0.21607,0.28214,0.04686
semantic_label_noise,0.2,oracle_task_closure,0.34643,0.03411,0.17321,0.23214,0.23036,0.28571,0.00000
semantic_label_noise,0.4,probabilistic_normals_pong,0.07500,0.03252,0.70357,0.56429,0.09107,0.34821,0.22292
semantic_label_noise,0.4,taskgrasp_semantic_ranker,0.24107,0.02433,0.15893,0.30357,0.29286,0.36071,0.06697
semantic_label_noise,0.4,language_conditioned_grasp_policy,0.20536,0.03375,0.16071,0.31786,0.36607,0.32679,0.07523
semantic_label_noise,0.4,risk_aware_force_closure,0.10179,0.02851,0.69286,0.50893,0.12143,0.21429,0.18142
semantic_label_noise,0.4,semantic_force_closure_revisited,0.24821,0.03045,0.25179,0.33571,0.22321,0.27679,0.06352
semantic_label_noise,0.4,oracle_task_closure,0.35179,0.05384,0.18750,0.23750,0.23571,0.28750,0.00000
semantic_label_noise,0.6,probabilistic_normals_pong,0.06786,0.01917,0.72143,0.54821,0.09821,0.35357,0.22241
semantic_label_noise,0.6,taskgrasp_semantic_ranker,0.22857,0.04713,0.19821,0.34286,0.27500,0.32321,0.07800
semantic_label_noise,0.6,language_conditioned_grasp_policy,0.22500,0.04473,0.16786,0.37857,0.30893,0.31429,0.07479
semantic_label_noise,0.6,risk_aware_force_closure,0.11429,0.02100,0.65536,0.50893,0.11071,0.22143,0.18150
semantic_label_noise,0.6,semantic_force_closure_revisited,0.23750,0.03423,0.27679,0.33929,0.20357,0.27143,0.07512
semantic_label_noise,0.6,oracle_task_closure,0.34821,0.03182,0.16964,0.22679,0.22500,0.31250,0.00000
semantic_label_noise,0.8,probabilistic_normals_pong,0.08571,0.02475,0.71250,0.54286,0.09464,0.33036,0.21960
semantic_label_noise,0.8,taskgrasp_semantic_ranker,0.20714,0.04205,0.20893,0.31250,0.27857,0.37857,0.07740
semantic_label_noise,0.8,language_conditioned_grasp_policy,0.22857,0.05148,0.16429,0.35000,0.31250,0.35893,0.07636
semantic_label_noise,0.8,risk_aware_force_closure,0.09107,0.03150,0.66786,0.49643,0.11786,0.23929,0.18465
semantic_label_noise,0.8,semantic_force_closure_revisited,0.25893,0.02815,0.32500,0.34107,0.20893,0.28393,0.08641
semantic_label_noise,0.8,oracle_task_closure,0.34286,0.03813,0.16429,0.21964,0.24643,0.29286,0.00000
semantic_label_noise,1.0,probabilistic_normals_pong,0.06964,0.01762,0.74286,0.56429,0.10179,0.35357,0.22994
semantic_label_noise,1.0,taskgrasp_semantic_ranker,0.19821,0.03682,0.24464,0.32857,0.24821,0.35714,0.09229
semantic_label_noise,1.0,language_conditioned_grasp_policy,0.21071,0.05384,0.21429,0.35893,0.33929,0.34464,0.08701
semantic_label_noise,1.0,risk_aware_force_closure,0.07143,0.01980,0.71071,0.53393,0.10893,0.23036,0.20560
semantic_label_noise,1.0,semantic_force_closure_revisited,0.20179,0.04325,0.37143,0.35179,0.19643,0.28393,0.10579
semantic_label_noise,1.0,oracle_task_closure,0.33036,0.04031,0.19464,0.20714,0.24464,0.28393,0.00000
task_language_ambiguity,0.0,probabilistic_normals_pong,0.08036,0.02382,0.70893,0.54464,0.09821,0.35179,0.21336
task_language_ambiguity,0.0,taskgrasp_semantic_ranker,0.24821,0.03603,0.14643,0.30536,0.28929,0.35536,0.05187
task_language_ambiguity,0.0,language_conditioned_grasp_policy,0.25893,0.04921,0.13214,0.33214,0.33393,0.36071,0.04917
task_language_ambiguity,0.0,risk_aware_force_closure,0.10536,0.02921,0.66786,0.47321,0.12321,0.21071,0.17542
task_language_ambiguity,0.0,semantic_force_closure_revisited,0.28214,0.05011,0.28214,0.28929,0.23750,0.27857,0.05569
task_language_ambiguity,0.0,oracle_task_closure,0.32321,0.05490,0.16786,0.23036,0.23929,0.27143,0.00000
task_language_ambiguity,0.2,probabilistic_normals_pong,0.07143,0.02914,0.74464,0.55357,0.08214,0.36250,0.22525
task_language_ambiguity,0.2,taskgrasp_semantic_ranker,0.26429,0.04423,0.13750,0.28750,0.27321,0.33214,0.05607
task_language_ambiguity,0.2,language_conditioned_grasp_policy,0.24286,0.04404,0.12679,0.33214,0.34643,0.30536,0.05611
task_language_ambiguity,0.2,risk_aware_force_closure,0.09286,0.01679,0.66786,0.50357,0.11250,0.20714,0.18498
task_language_ambiguity,0.2,semantic_force_closure_revisited,0.27500,0.06025,0.25357,0.28929,0.21964,0.23036,0.05487
task_language_ambiguity,0.2,oracle_task_closure,0.33929,0.04357,0.18393,0.22679,0.24107,0.29821,0.00000
task_language_ambiguity,0.4,probabilistic_normals_pong,0.06250,0.02268,0.71071,0.53750,0.10536,0.34107,0.21961
task_language_ambiguity,0.4,taskgrasp_semantic_ranker,0.27143,0.03195,0.17321,0.29821,0.28393,0.38036,0.06323
task_language_ambiguity,0.4,language_conditioned_grasp_policy,0.26607,0.03494,0.13929,0.32679,0.31429,0.36786,0.05899
task_language_ambiguity,0.4,risk_aware_force_closure,0.09643,0.02374,0.66607,0.49643,0.10357,0.20714,0.18667
task_language_ambiguity,0.4,semantic_force_closure_revisited,0.26964,0.05207,0.25357,0.32143,0.22143,0.26607,0.06846
task_language_ambiguity,0.4,oracle_task_closure,0.35000,0.05373,0.15357,0.24821,0.25000,0.30357,0.00000
task_language_ambiguity,0.6,probabilistic_normals_pong,0.07143,0.02491,0.71964,0.54286,0.09821,0.35357,0.21279
task_language_ambiguity,0.6,taskgrasp_semantic_ranker,0.23214,0.03201,0.19464,0.30357,0.26250,0.35357,0.06886
task_language_ambiguity,0.6,language_conditioned_grasp_policy,0.22143,0.02711,0.18750,0.33571,0.33571,0.32500,0.07488
task_language_ambiguity,0.6,risk_aware_force_closure,0.11786,0.03018,0.65179,0.50536,0.11071,0.23214,0.18434
task_language_ambiguity,0.6,semantic_force_closure_revisited,0.23571,0.04156,0.29643,0.29286,0.23214,0.26607,0.07257
task_language_ambiguity,0.6,oracle_task_closure,0.35536,0.04469,0.17857,0.21964,0.27143,0.29286,0.00000
task_language_ambiguity,0.8,probabilistic_normals_pong,0.07143,0.02119,0.69821,0.55179,0.09464,0.33393,0.21785
task_language_ambiguity,0.8,taskgrasp_semantic_ranker,0.20357,0.05651,0.20893,0.30893,0.28036,0.33214,0.07944
task_language_ambiguity,0.8,language_conditioned_grasp_policy,0.21429,0.05028,0.23214,0.33571,0.30714,0.33393,0.08344
task_language_ambiguity,0.8,risk_aware_force_closure,0.10357,0.02658,0.67500,0.49464,0.13393,0.22143,0.18741
task_language_ambiguity,0.8,semantic_force_closure_revisited,0.25536,0.03960,0.30714,0.30000,0.22679,0.27321,0.07182
task_language_ambiguity,0.8,oracle_task_closure,0.34821,0.04643,0.16786,0.21250,0.25536,0.29464,0.00000
task_language_ambiguity,1.0,probabilistic_normals_pong,0.07500,0.02000,0.75000,0.55357,0.09464,0.32857,0.21654
task_language_ambiguity,1.0,taskgrasp_semantic_ranker,0.21607,0.05064,0.25000,0.33750,0.28750,0.33750,0.08831
task_language_ambiguity,1.0,language_conditioned_grasp_policy,0.17679,0.05277,0.24643,0.35714,0.31250,0.33929,0.09890
task_language_ambiguity,1.0,risk_aware_force_closure,0.10000,0.02673,0.67500,0.51429,0.11250,0.20357,0.19005
task_language_ambiguity,1.0,semantic_force_closure_revisited,0.23036,0.04867,0.31964,0.33036,0.20357,0.26429,0.07455
task_language_ambiguity,1.0,oracle_task_closure,0.33571,0.04581,0.19286,0.21964,0.25714,0.27500,0.00000
material_deformation_shift,0.0,probabilistic_normals_pong,0.08036,0.02499,0.68929,0.53036,0.08750,0.33214,0.20926
material_deformation_shift,0.0,taskgrasp_semantic_ranker,0.24107,0.03453,0.18214,0.31786,0.29286,0.29821,0.06355
material_deformation_shift,0.0,language_conditioned_grasp_policy,0.23393,0.04833,0.15536,0.35179,0.31071,0.33393,0.06484
material_deformation_shift,0.0,risk_aware_force_closure,0.10714,0.02611,0.67321,0.47857,0.11071,0.17679,0.17672
material_deformation_shift,0.0,semantic_force_closure_revisited,0.25893,0.04773,0.28393,0.30357,0.19821,0.24821,0.06758
material_deformation_shift,0.0,oracle_task_closure,0.34643,0.04367,0.16071,0.24464,0.23571,0.27143,0.00000
material_deformation_shift,0.2,probabilistic_normals_pong,0.08036,0.02259,0.73036,0.52679,0.09107,0.31607,0.21467
material_deformation_shift,0.2,taskgrasp_semantic_ranker,0.23393,0.03615,0.19464,0.32500,0.27500,0.34286,0.07321
material_deformation_shift,0.2,language_conditioned_grasp_policy,0.21964,0.04500,0.17500,0.33929,0.32857,0.33036,0.07482
material_deformation_shift,0.2,risk_aware_force_closure,0.11071,0.02167,0.65000,0.47143,0.09821,0.19464,0.18102
material_deformation_shift,0.2,semantic_force_closure_revisited,0.27857,0.04234,0.28571,0.31607,0.21786,0.25000,0.06309
material_deformation_shift,0.2,oracle_task_closure,0.36071,0.04052,0.17321,0.22143,0.25357,0.27857,0.00000
material_deformation_shift,0.4,probabilistic_normals_pong,0.06786,0.02061,0.73571,0.56429,0.10179,0.33750,0.23057
material_deformation_shift,0.4,taskgrasp_semantic_ranker,0.22857,0.04334,0.18929,0.28929,0.28750,0.34286,0.06740
material_deformation_shift,0.4,language_conditioned_grasp_policy,0.23036,0.03960,0.19643,0.32143,0.33750,0.35357,0.06609
material_deformation_shift,0.4,risk_aware_force_closure,0.07679,0.02696,0.70536,0.50179,0.12500,0.19107,0.18720
material_deformation_shift,0.4,semantic_force_closure_revisited,0.24643,0.03104,0.26964,0.33214,0.22679,0.27679,0.06842
material_deformation_shift,0.4,oracle_task_closure,0.34464,0.04807,0.16071,0.22679,0.24286,0.28750,0.00000
material_deformation_shift,0.6,probabilistic_normals_pong,0.06250,0.02139,0.73393,0.54464,0.08750,0.35714,0.22656
material_deformation_shift,0.6,taskgrasp_semantic_ranker,0.24107,0.04496,0.15714,0.32857,0.28929,0.34821,0.06841
material_deformation_shift,0.6,language_conditioned_grasp_policy,0.22321,0.03182,0.18571,0.34107,0.32679,0.33929,0.07398
material_deformation_shift,0.6,risk_aware_force_closure,0.10000,0.02508,0.68036,0.49821,0.11071,0.23571,0.19270
material_deformation_shift,0.6,semantic_force_closure_revisited,0.24643,0.03575,0.27321,0.32143,0.20893,0.29107,0.07052
material_deformation_shift,0.6,oracle_task_closure,0.34643,0.05064,0.19107,0.21964,0.23036,0.30179,0.00000
material_deformation_shift,0.8,probabilistic_normals_pong,0.07500,0.02508,0.71429,0.50179,0.09464,0.40000,0.20729
material_deformation_shift,0.8,taskgrasp_semantic_ranker,0.20000,0.02726,0.18214,0.30714,0.28750,0.35714,0.07563
material_deformation_shift,0.8,language_conditioned_grasp_policy,0.20893,0.05064,0.17500,0.35536,0.32500,0.34286,0.07388
material_deformation_shift,0.8,risk_aware_force_closure,0.08036,0.02822,0.68214,0.46786,0.10357,0.23750,0.18434
material_deformation_shift,0.8,semantic_force_closure_revisited,0.24643,0.05007,0.30536,0.32321,0.21964,0.30536,0.07268
material_deformation_shift,0.8,oracle_task_closure,0.33571,0.04190,0.19286,0.21964,0.24643,0.29464,0.00000
material_deformation_shift,1.0,probabilistic_normals_pong,0.06786,0.01917,0.71071,0.52857,0.10357,0.35536,0.21356
material_deformation_shift,1.0,taskgrasp_semantic_ranker,0.22500,0.03892,0.15536,0.30714,0.29821,0.38571,0.06905
material_deformation_shift,1.0,language_conditioned_grasp_policy,0.21429,0.04487,0.17143,0.32500,0.31250,0.35179,0.07390
material_deformation_shift,1.0,risk_aware_force_closure,0.07679,0.01807,0.67321,0.49286,0.11607,0.25536,0.18673
material_deformation_shift,1.0,semantic_force_closure_revisited,0.25000,0.03929,0.30893,0.30000,0.20000,0.31964,0.06697
material_deformation_shift,1.0,oracle_task_closure,0.32679,0.04325,0.18929,0.23929,0.23571,0.31786,0.00000
combined,0.0,probabilistic_normals_pong,0.11429,0.02295,0.69464,0.55536,0.01071,0.33929,0.20356
combined,0.0,taskgrasp_semantic_ranker,0.35714,0.02442,0.08393,0.28214,0.19643,0.30714,0.02662
combined,0.0,language_conditioned_grasp_policy,0.34286,0.04339,0.08393,0.29821,0.21250,0.30357,0.02766
combined,0.0,risk_aware_force_closure,0.15893,0.02763,0.62321,0.47679,0.02143,0.16964,0.15688
combined,0.0,semantic_force_closure_revisited,0.41250,0.04210,0.18036,0.25714,0.12321,0.22679,0.01400
combined,0.0,oracle_task_closure,0.40357,0.04773,0.17857,0.21250,0.16071,0.25179,0.00000
combined,0.2,probabilistic_normals_pong,0.12679,0.02997,0.67143,0.51429,0.03214,0.33214,0.19265
combined,0.2,taskgrasp_semantic_ranker,0.30714,0.04102,0.11786,0.27321,0.22679,0.30893,0.03783
combined,0.2,language_conditioned_grasp_policy,0.30357,0.06799,0.12143,0.32321,0.25000,0.30179,0.04295
combined,0.2,risk_aware_force_closure,0.15000,0.03855,0.62679,0.44821,0.03571,0.19643,0.15124
combined,0.2,semantic_force_closure_revisited,0.35714,0.05475,0.21250,0.29643,0.13036,0.23214,0.03055
combined,0.2,oracle_task_closure,0.37500,0.05044,0.19821,0.23571,0.16607,0.26429,0.00000
combined,0.4,probabilistic_normals_pong,0.07143,0.02119,0.67679,0.52679,0.06786,0.30893,0.21637
combined,0.4,taskgrasp_semantic_ranker,0.26429,0.02997,0.16429,0.29107,0.22500,0.33214,0.05915
combined,0.4,language_conditioned_grasp_policy,0.25179,0.03603,0.15179,0.33214,0.30179,0.33929,0.06310
combined,0.4,risk_aware_force_closure,0.11607,0.03770,0.63036,0.45357,0.07679,0.21607,0.17596
combined,0.4,semantic_force_closure_revisited,0.30000,0.02928,0.26964,0.29821,0.20179,0.26429,0.05596
combined,0.4,oracle_task_closure,0.36964,0.04778,0.15893,0.21071,0.21607,0.26786,0.00000
combined,0.6,probabilistic_normals_pong,0.08750,0.02071,0.69821,0.51964,0.10000,0.33214,0.21110
combined,0.6,taskgrasp_semantic_ranker,0.21429,0.03271,0.20357,0.31250,0.30179,0.34643,0.07231
combined,0.6,language_conditioned_grasp_policy,0.20357,0.04131,0.18750,0.36071,0.34464,0.36071,0.07592
combined,0.6,risk_aware_force_closure,0.08036,0.02195,0.69286,0.51071,0.13393,0.21429,0.19298
combined,0.6,semantic_force_closure_revisited,0.23214,0.02611,0.28393,0.33750,0.22857,0.24821,0.08001
combined,0.6,oracle_task_closure,0.32500,0.04072,0.16429,0.21964,0.25179,0.28393,0.00000
combined,0.8,probabilistic_normals_pong,0.05357,0.01830,0.72679,0.56964,0.16071,0.36429,0.22575
combined,0.8,taskgrasp_semantic_ranker,0.15893,0.03011,0.24286,0.34286,0.31786,0.36607,0.09762
combined,0.8,language_conditioned_grasp_policy,0.16964,0.03996,0.22679,0.36250,0.36786,0.37857,0.10285
combined,0.8,risk_aware_force_closure,0.07679,0.02357,0.66250,0.50357,0.14464,0.23929,0.20029
combined,0.8,semantic_force_closure_revisited,0.18036,0.03620,0.35536,0.37143,0.25536,0.28393,0.10226
combined,0.8,oracle_task_closure,0.31071,0.04016,0.17857,0.23214,0.28036,0.30714,0.00000
combined,1.0,probabilistic_normals_pong,0.06607,0.02604,0.71250,0.54286,0.22321,0.35000,0.22472
combined,1.0,taskgrasp_semantic_ranker,0.14643,0.04743,0.30893,0.39107,0.33393,0.41429,0.11267
combined,1.0,language_conditioned_grasp_policy,0.13393,0.03104,0.30714,0.39643,0.38750,0.40357,0.11237
combined,1.0,risk_aware_force_closure,0.06429,0.01807,0.68036,0.51786,0.22857,0.26964,0.20711
combined,1.0,semantic_force_closure_revisited,0.13929,0.03182,0.41964,0.40179,0.29286,0.30893,0.12519
combined,1.0,oracle_task_closure,0.28214,0.04136,0.17500,0.24821,0.33393,0.32321,0.00000
