split,reference,metric,mean_diff,ci95_diff,seeds
combined_hard_shift,affordance_only_vlm,task_success,0.06803,0.04190,7
combined_hard_shift,affordance_only_vlm,mechanical_closure_margin,0.20180,0.01455,7
combined_hard_shift,affordance_only_vlm,semantic_violation,0.13180,0.03754,7
combined_hard_shift,affordance_only_vlm,functional_blockage,0.00936,0.01134,7
combined_hard_shift,affordance_only_vlm,slip_rate,-0.14456,0.03041,7
combined_hard_shift,affordance_only_vlm,damage_rate,-0.01700,0.04202,7
combined_hard_shift,affordance_only_vlm,oracle_regret,-0.02989,0.00710,7
combined_hard_shift,geometry_force_closure,task_success,0.20068,0.02820,7
combined_hard_shift,geometry_force_closure,mechanical_closure_margin,-0.24986,0.00511,7
combined_hard_shift,geometry_force_closure,semantic_violation,-0.47194,0.04407,7
combined_hard_shift,geometry_force_closure,functional_blockage,-0.26786,0.02160,7
combined_hard_shift,geometry_force_closure,slip_rate,0.14966,0.03324,7
combined_hard_shift,geometry_force_closure,damage_rate,-0.04762,0.05002,7
combined_hard_shift,geometry_force_closure,oracle_regret,-0.17371,0.01141,7
combined_hard_shift,language_conditioned_grasp_policy,task_success,0.01530,0.03199,7
combined_hard_shift,language_conditioned_grasp_policy,mechanical_closure_margin,0.08354,0.01242,7
combined_hard_shift,language_conditioned_grasp_policy,semantic_violation,0.09949,0.03115,7
combined_hard_shift,language_conditioned_grasp_policy,functional_blockage,-0.02041,0.01244,7
combined_hard_shift,language_conditioned_grasp_policy,slip_rate,-0.07908,0.03208,7
combined_hard_shift,language_conditioned_grasp_policy,damage_rate,-0.03146,0.03136,7
combined_hard_shift,language_conditioned_grasp_policy,oracle_regret,-0.00108,0.00287,7
combined_hard_shift,oracle_task_closure,task_success,-0.09949,0.04788,7
combined_hard_shift,oracle_task_closure,mechanical_closure_margin,-0.00207,0.01393,7
combined_hard_shift,oracle_task_closure,semantic_violation,0.10459,0.04539,7
combined_hard_shift,oracle_task_closure,functional_blockage,0.08503,0.02955,7
combined_hard_shift,oracle_task_closure,slip_rate,-0.02381,0.03139,7
combined_hard_shift,oracle_task_closure,damage_rate,-0.00935,0.03376,7
combined_hard_shift,oracle_task_closure,oracle_regret,0.06928,0.00327,7
combined_hard_shift,probabilistic_normals_pong,task_success,0.18197,0.02845,7
combined_hard_shift,probabilistic_normals_pong,mechanical_closure_margin,-0.23656,0.00510,7
combined_hard_shift,probabilistic_normals_pong,semantic_violation,-0.42092,0.06193,7
combined_hard_shift,probabilistic_normals_pong,functional_blockage,-0.23554,0.03137,7
combined_hard_shift,probabilistic_normals_pong,slip_rate,0.14881,0.02903,7
combined_hard_shift,probabilistic_normals_pong,damage_rate,-0.06207,0.02097,7
combined_hard_shift,probabilistic_normals_pong,oracle_regret,-0.15132,0.01219,7
combined_hard_shift,risk_aware_force_closure,task_success,0.15306,0.02230,7
combined_hard_shift,risk_aware_force_closure,mechanical_closure_margin,-0.18568,0.00481,7
combined_hard_shift,risk_aware_force_closure,semantic_violation,-0.38436,0.03471,7
combined_hard_shift,risk_aware_force_closure,functional_blockage,-0.17857,0.03097,7
combined_hard_shift,risk_aware_force_closure,slip_rate,0.12500,0.02429,7
combined_hard_shift,risk_aware_force_closure,damage_rate,0.07228,0.03964,7
combined_hard_shift,risk_aware_force_closure,oracle_regret,-0.11823,0.01031,7
combined_hard_shift,taskgrasp_semantic_ranker,task_success,0.01871,0.01735,7
combined_hard_shift,taskgrasp_semantic_ranker,mechanical_closure_margin,0.09892,0.01426,7
combined_hard_shift,taskgrasp_semantic_ranker,semantic_violation,0.09864,0.03984,7
combined_hard_shift,taskgrasp_semantic_ranker,functional_blockage,-0.00170,0.01584,7
combined_hard_shift,taskgrasp_semantic_ranker,slip_rate,-0.08333,0.03260,7
combined_hard_shift,taskgrasp_semantic_ranker,damage_rate,-0.02551,0.02703,7
combined_hard_shift,taskgrasp_semantic_ranker,oracle_regret,0.00073,0.00382,7
novel_category_same_semantics,affordance_only_vlm,task_success,0.03912,0.02531,7
novel_category_same_semantics,affordance_only_vlm,mechanical_closure_margin,0.25207,0.01397,7
novel_category_same_semantics,affordance_only_vlm,semantic_violation,0.12925,0.02568,7
novel_category_same_semantics,affordance_only_vlm,functional_blockage,0.00595,0.04708,7
novel_category_same_semantics,affordance_only_vlm,slip_rate,-0.16072,0.03928,7
novel_category_same_semantics,affordance_only_vlm,damage_rate,-0.01701,0.03438,7
novel_category_same_semantics,affordance_only_vlm,oracle_regret,-0.05015,0.00867,7
novel_category_same_semantics,geometry_force_closure,task_success,0.26361,0.02411,7
novel_category_same_semantics,geometry_force_closure,mechanical_closure_margin,-0.27127,0.00468,7
novel_category_same_semantics,geometry_force_closure,semantic_violation,-0.53316,0.02480,7
novel_category_same_semantics,geometry_force_closure,functional_blockage,-0.31463,0.05373,7
novel_category_same_semantics,geometry_force_closure,slip_rate,0.14966,0.02106,7
novel_category_same_semantics,geometry_force_closure,damage_rate,-0.09864,0.04064,7
novel_category_same_semantics,geometry_force_closure,oracle_regret,-0.20580,0.00793,7
novel_category_same_semantics,language_conditioned_grasp_policy,task_success,0.01105,0.02974,7
novel_category_same_semantics,language_conditioned_grasp_policy,mechanical_closure_margin,0.09482,0.01776,7
novel_category_same_semantics,language_conditioned_grasp_policy,semantic_violation,0.13435,0.03328,7
novel_category_same_semantics,language_conditioned_grasp_policy,functional_blockage,-0.03657,0.03541,7
novel_category_same_semantics,language_conditioned_grasp_policy,slip_rate,-0.06293,0.01815,7
novel_category_same_semantics,language_conditioned_grasp_policy,damage_rate,-0.05952,0.03715,7
novel_category_same_semantics,language_conditioned_grasp_policy,oracle_regret,-0.01339,0.00555,7
novel_category_same_semantics,oracle_task_closure,task_success,-0.01531,0.03714,7
novel_category_same_semantics,oracle_task_closure,mechanical_closure_margin,0.01874,0.01206,7
novel_category_same_semantics,oracle_task_closure,semantic_violation,0.03061,0.03797,7
novel_category_same_semantics,oracle_task_closure,functional_blockage,0.05102,0.03127,7
novel_category_same_semantics,oracle_task_closure,slip_rate,-0.01786,0.03368,7
novel_category_same_semantics,oracle_task_closure,damage_rate,-0.03401,0.03748,7
novel_category_same_semantics,oracle_task_closure,oracle_regret,0.02360,0.00226,7
novel_category_same_semantics,probabilistic_normals_pong,task_success,0.24150,0.02466,7
novel_category_same_semantics,probabilistic_normals_pong,mechanical_closure_margin,-0.25883,0.00442,7
novel_category_same_semantics,probabilistic_normals_pong,semantic_violation,-0.46684,0.02217,7
novel_category_same_semantics,probabilistic_normals_pong,functional_blockage,-0.27211,0.04509,7
novel_category_same_semantics,probabilistic_normals_pong,slip_rate,0.14541,0.02345,7
novel_category_same_semantics,probabilistic_normals_pong,damage_rate,-0.10629,0.02589,7
novel_category_same_semantics,probabilistic_normals_pong,oracle_regret,-0.17713,0.00630,7
novel_category_same_semantics,risk_aware_force_closure,task_success,0.19133,0.03372,7
novel_category_same_semantics,risk_aware_force_closure,mechanical_closure_margin,-0.21361,0.00790,7
novel_category_same_semantics,risk_aware_force_closure,semantic_violation,-0.46088,0.00948,7
novel_category_same_semantics,risk_aware_force_closure,functional_blockage,-0.17687,0.03479,7
novel_category_same_semantics,risk_aware_force_closure,slip_rate,0.13265,0.02201,7
novel_category_same_semantics,risk_aware_force_closure,damage_rate,0.05357,0.02730,7
novel_category_same_semantics,risk_aware_force_closure,oracle_regret,-0.13274,0.01004,7
novel_category_same_semantics,taskgrasp_semantic_ranker,task_success,-0.00510,0.03586,7
novel_category_same_semantics,taskgrasp_semantic_ranker,mechanical_closure_margin,0.12422,0.01072,7
novel_category_same_semantics,taskgrasp_semantic_ranker,semantic_violation,0.12160,0.01936,7
novel_category_same_semantics,taskgrasp_semantic_ranker,functional_blockage,0.02381,0.02481,7
novel_category_same_semantics,taskgrasp_semantic_ranker,slip_rate,-0.07993,0.01587,7
novel_category_same_semantics,taskgrasp_semantic_ranker,damage_rate,-0.05952,0.04136,7
novel_category_same_semantics,taskgrasp_semantic_ranker,oracle_regret,-0.00872,0.00286,7
seen_categories_seen_tasks,affordance_only_vlm,task_success,0.08588,0.02480,7
seen_categories_seen_tasks,affordance_only_vlm,mechanical_closure_margin,0.27011,0.01294,7
seen_categories_seen_tasks,affordance_only_vlm,semantic_violation,0.11395,0.03789,7
seen_categories_seen_tasks,affordance_only_vlm,functional_blockage,-0.02891,0.03485,7
seen_categories_seen_tasks,affordance_only_vlm,slip_rate,-0.18708,0.03452,7
seen_categories_seen_tasks,affordance_only_vlm,damage_rate,-0.01616,0.02451,7
seen_categories_seen_tasks,affordance_only_vlm,oracle_regret,-0.05781,0.00329,7
seen_categories_seen_tasks,geometry_force_closure,task_success,0.29932,0.06012,7
seen_categories_seen_tasks,geometry_force_closure,mechanical_closure_margin,-0.26184,0.01292,7
seen_categories_seen_tasks,geometry_force_closure,semantic_violation,-0.56378,0.03651,7
seen_categories_seen_tasks,geometry_force_closure,functional_blockage,-0.31548,0.02621,7
seen_categories_seen_tasks,geometry_force_closure,slip_rate,0.12670,0.01951,7
seen_categories_seen_tasks,geometry_force_closure,damage_rate,-0.05017,0.03499,7
seen_categories_seen_tasks,geometry_force_closure,oracle_regret,-0.21253,0.00630,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,task_success,0.01190,0.04554,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,mechanical_closure_margin,0.08091,0.01038,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,semantic_violation,0.09269,0.04364,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,functional_blockage,-0.09014,0.03467,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,slip_rate,-0.04677,0.03027,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,damage_rate,-0.04337,0.03958,7
seen_categories_seen_tasks,language_conditioned_grasp_policy,oracle_regret,-0.01671,0.00202,7
seen_categories_seen_tasks,oracle_task_closure,task_success,0.00255,0.05160,7
seen_categories_seen_tasks,oracle_task_closure,mechanical_closure_margin,0.01163,0.00676,7
seen_categories_seen_tasks,oracle_task_closure,semantic_violation,-0.00595,0.02609,7
seen_categories_seen_tasks,oracle_task_closure,functional_blockage,0.01615,0.02156,7
seen_categories_seen_tasks,oracle_task_closure,slip_rate,0.00765,0.02580,7
seen_categories_seen_tasks,oracle_task_closure,damage_rate,-0.03231,0.02372,7
seen_categories_seen_tasks,oracle_task_closure,oracle_regret,0.01119,0.00116,7
seen_categories_seen_tasks,probabilistic_normals_pong,task_success,0.28656,0.05094,7
seen_categories_seen_tasks,probabilistic_normals_pong,mechanical_closure_margin,-0.24979,0.01234,7
seen_categories_seen_tasks,probabilistic_normals_pong,semantic_violation,-0.48469,0.03508,7
seen_categories_seen_tasks,probabilistic_normals_pong,functional_blockage,-0.29762,0.04817,7
seen_categories_seen_tasks,probabilistic_normals_pong,slip_rate,0.12585,0.01826,7
seen_categories_seen_tasks,probabilistic_normals_pong,damage_rate,-0.09609,0.03658,7
seen_categories_seen_tasks,probabilistic_normals_pong,oracle_regret,-0.18426,0.00618,7
seen_categories_seen_tasks,risk_aware_force_closure,task_success,0.17857,0.06590,7
seen_categories_seen_tasks,risk_aware_force_closure,mechanical_closure_margin,-0.19922,0.01251,7
seen_categories_seen_tasks,risk_aware_force_closure,semantic_violation,-0.42857,0.03960,7
seen_categories_seen_tasks,risk_aware_force_closure,functional_blockage,-0.17432,0.04488,7
seen_categories_seen_tasks,risk_aware_force_closure,slip_rate,0.10885,0.01917,7
seen_categories_seen_tasks,risk_aware_force_closure,damage_rate,0.05442,0.02394,7
seen_categories_seen_tasks,risk_aware_force_closure,oracle_regret,-0.12871,0.00790,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,task_success,0.00935,0.03775,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,mechanical_closure_margin,0.12928,0.01074,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,semantic_violation,0.08078,0.03670,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,functional_blockage,-0.01701,0.03091,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,slip_rate,-0.07908,0.02762,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,damage_rate,-0.05612,0.03817,7
seen_categories_seen_tasks,taskgrasp_semantic_ranker,oracle_regret,-0.01427,0.00227,7
task_intent_shift,affordance_only_vlm,task_success,0.07313,0.04326,7
task_intent_shift,affordance_only_vlm,mechanical_closure_margin,0.24725,0.01613,7
task_intent_shift,affordance_only_vlm,semantic_violation,0.11054,0.03590,7
task_intent_shift,affordance_only_vlm,functional_blockage,-0.04592,0.05197,7
task_intent_shift,affordance_only_vlm,slip_rate,-0.17517,0.03075,7
task_intent_shift,affordance_only_vlm,damage_rate,-0.03997,0.01934,7
task_intent_shift,affordance_only_vlm,oracle_regret,-0.05310,0.00391,7
task_intent_shift,geometry_force_closure,task_success,0.25255,0.03127,7
task_intent_shift,geometry_force_closure,mechanical_closure_margin,-0.26810,0.00756,7
task_intent_shift,geometry_force_closure,semantic_violation,-0.52976,0.03894,7
task_intent_shift,geometry_force_closure,functional_blockage,-0.29337,0.03404,7
task_intent_shift,geometry_force_closure,slip_rate,0.13265,0.02215,7
task_intent_shift,geometry_force_closure,damage_rate,-0.11564,0.03357,7
task_intent_shift,geometry_force_closure,oracle_regret,-0.19551,0.00642,7
task_intent_shift,language_conditioned_grasp_policy,task_success,0.01530,0.03581,7
task_intent_shift,language_conditioned_grasp_policy,mechanical_closure_margin,0.10612,0.00800,7
task_intent_shift,language_conditioned_grasp_policy,semantic_violation,0.12160,0.02427,7
task_intent_shift,language_conditioned_grasp_policy,functional_blockage,-0.05782,0.04087,7
task_intent_shift,language_conditioned_grasp_policy,slip_rate,-0.07058,0.04398,7
task_intent_shift,language_conditioned_grasp_policy,damage_rate,-0.07653,0.01427,7
task_intent_shift,language_conditioned_grasp_policy,oracle_regret,-0.01726,0.00194,7
task_intent_shift,oracle_task_closure,task_success,-0.09524,0.04365,7
task_intent_shift,oracle_task_closure,mechanical_closure_margin,0.01326,0.01386,7
task_intent_shift,oracle_task_closure,semantic_violation,0.05442,0.03255,7
task_intent_shift,oracle_task_closure,functional_blockage,0.05357,0.04963,7
task_intent_shift,oracle_task_closure,slip_rate,-0.03571,0.03555,7
task_intent_shift,oracle_task_closure,damage_rate,-0.04507,0.02018,7
task_intent_shift,oracle_task_closure,oracle_regret,0.03512,0.00326,7
task_intent_shift,probabilistic_normals_pong,task_success,0.21684,0.03792,7
task_intent_shift,probabilistic_normals_pong,mechanical_closure_margin,-0.25553,0.00697,7
task_intent_shift,probabilistic_normals_pong,semantic_violation,-0.45153,0.01946,7
task_intent_shift,probabilistic_normals_pong,functional_blockage,-0.27976,0.04097,7
task_intent_shift,probabilistic_normals_pong,slip_rate,0.12925,0.02000,7
task_intent_shift,probabilistic_normals_pong,damage_rate,-0.14456,0.04415,7
task_intent_shift,probabilistic_normals_pong,oracle_regret,-0.17336,0.00768,7
task_intent_shift,risk_aware_force_closure,task_success,0.18877,0.03356,7
task_intent_shift,risk_aware_force_closure,mechanical_closure_margin,-0.20762,0.01279,7
task_intent_shift,risk_aware_force_closure,semantic_violation,-0.43793,0.04686,7
task_intent_shift,risk_aware_force_closure,functional_blockage,-0.18622,0.04775,7
task_intent_shift,risk_aware_force_closure,slip_rate,0.10799,0.02226,7
task_intent_shift,risk_aware_force_closure,damage_rate,0.02211,0.02642,7
task_intent_shift,risk_aware_force_closure,oracle_regret,-0.12980,0.01017,7
task_intent_shift,taskgrasp_semantic_ranker,task_success,0.02466,0.04867,7
task_intent_shift,taskgrasp_semantic_ranker,mechanical_closure_margin,0.13050,0.00711,7
task_intent_shift,taskgrasp_semantic_ranker,semantic_violation,0.09099,0.03094,7
task_intent_shift,taskgrasp_semantic_ranker,functional_blockage,0.00341,0.03818,7
task_intent_shift,taskgrasp_semantic_ranker,slip_rate,-0.08929,0.03055,7
task_intent_shift,taskgrasp_semantic_ranker,damage_rate,-0.05272,0.02353,7
task_intent_shift,taskgrasp_semantic_ranker,oracle_regret,-0.01305,0.00247,7
