split,method,metric,mean,ci95,seeds,rows_per_seed
ambiguous_language_shift,language_conditioned_grasp_policy,oracle_regret,0.06590,0.00458,7,168
ambiguous_language_shift,oracle_task_closure,task_success,0.37670,0.02384,7,168
ambiguous_language_shift,oracle_task_closure,mechanical_closure_margin,0.67824,0.01395,7,168
ambiguous_language_shift,oracle_task_closure,semantic_violation,0.19388,0.03229,7,168
ambiguous_language_shift,oracle_task_closure,functional_blockage,0.21259,0.03177,7,168
ambiguous_language_shift,oracle_task_closure,slip_rate,0.16241,0.02727,7,168
ambiguous_language_shift,oracle_task_closure,damage_rate,0.27126,0.03723,7,168
ambiguous_language_shift,oracle_task_closure,semantic_calibration_error,0.31169,0.00709,7,168
ambiguous_language_shift,oracle_task_closure,oracle_regret,0.00000,0.00000,7,168
ambiguous_language_shift,probabilistic_normals_pong,task_success,0.08674,0.01607,7,168
ambiguous_language_shift,probabilistic_normals_pong,mechanical_closure_margin,0.94215,0.00358,7,168
ambiguous_language_shift,probabilistic_normals_pong,semantic_violation,0.72194,0.01664,7,168
ambiguous_language_shift,probabilistic_normals_pong,functional_blockage,0.53827,0.01798,7,168
ambiguous_language_shift,probabilistic_normals_pong,slip_rate,0.01871,0.01258,7,168
ambiguous_language_shift,probabilistic_normals_pong,damage_rate,0.34439,0.02011,7,168
ambiguous_language_shift,probabilistic_normals_pong,semantic_calibration_error,0.44723,0.01041,7,168
ambiguous_language_shift,probabilistic_normals_pong,oracle_regret,0.21487,0.00693,7,168
ambiguous_language_shift,risk_aware_force_closure,task_success,0.14711,0.01683,7,168
ambiguous_language_shift,risk_aware_force_closure,mechanical_closure_margin,0.89985,0.00676,7,168
ambiguous_language_shift,risk_aware_force_closure,semantic_violation,0.66497,0.01866,7,168
ambiguous_language_shift,risk_aware_force_closure,functional_blockage,0.44898,0.02188,7,168
ambiguous_language_shift,risk_aware_force_closure,slip_rate,0.03827,0.01269,7,168
ambiguous_language_shift,risk_aware_force_closure,damage_rate,0.20238,0.01689,7,168
ambiguous_language_shift,risk_aware_force_closure,semantic_calibration_error,0.35950,0.00592,7,168
ambiguous_language_shift,risk_aware_force_closure,oracle_regret,0.16571,0.00316,7,168
ambiguous_language_shift,semantic_force_closure_revisited,task_success,0.30017,0.03106,7,168
ambiguous_language_shift,semantic_force_closure_revisited,mechanical_closure_margin,0.69703,0.00646,7,168
ambiguous_language_shift,semantic_force_closure_revisited,semantic_violation,0.26020,0.02762,7,168
ambiguous_language_shift,semantic_force_closure_revisited,functional_blockage,0.27041,0.03053,7,168
ambiguous_language_shift,semantic_force_closure_revisited,slip_rate,0.16326,0.02359,7,168
ambiguous_language_shift,semantic_force_closure_revisited,damage_rate,0.26361,0.01683,7,168
ambiguous_language_shift,semantic_force_closure_revisited,semantic_calibration_error,0.16784,0.00912,7,168
ambiguous_language_shift,semantic_force_closure_revisited,oracle_regret,0.04271,0.00253,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,task_success,0.26020,0.02126,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,mechanical_closure_margin,0.57402,0.01129,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,semantic_violation,0.17942,0.02059,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,functional_blockage,0.29677,0.02663,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,slip_rate,0.24320,0.02699,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,damage_rate,0.31293,0.03554,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,semantic_calibration_error,0.13530,0.00428,7,168
ambiguous_language_shift,taskgrasp_semantic_ranker,oracle_regret,0.06071,0.00260,7,168
combined_hard_shift,affordance_only_vlm,task_success,0.18793,0.02890,7,168
combined_hard_shift,affordance_only_vlm,mechanical_closure_margin,0.46096,0.01224,7,168
combined_hard_shift,affordance_only_vlm,semantic_violation,0.15391,0.01808,7,168
combined_hard_shift,affordance_only_vlm,functional_blockage,0.29677,0.00593,7,168
combined_hard_shift,affordance_only_vlm,slip_rate,0.37075,0.01934,7,168
combined_hard_shift,affordance_only_vlm,damage_rate,0.31122,0.02750,7,168
combined_hard_shift,affordance_only_vlm,semantic_calibration_error,0.11090,0.00614,7,168
combined_hard_shift,affordance_only_vlm,oracle_regret,0.09916,0.00607,7,168
combined_hard_shift,geometry_force_closure,task_success,0.05527,0.01434,7,168
combined_hard_shift,geometry_force_closure,mechanical_closure_margin,0.91263,0.00615,7,168
combined_hard_shift,geometry_force_closure,semantic_violation,0.75765,0.02667,7,168
combined_hard_shift,geometry_force_closure,functional_blockage,0.57398,0.02143,7,168
combined_hard_shift,geometry_force_closure,slip_rate,0.07653,0.00898,7,168
combined_hard_shift,geometry_force_closure,damage_rate,0.34184,0.04143,7,168
combined_hard_shift,geometry_force_closure,semantic_calibration_error,0.59752,0.01812,7,168
combined_hard_shift,geometry_force_closure,oracle_regret,0.24299,0.00849,7,168
combined_hard_shift,language_conditioned_grasp_policy,task_success,0.24065,0.03032,7,168
combined_hard_shift,language_conditioned_grasp_policy,mechanical_closure_margin,0.57923,0.01232,7,168
combined_hard_shift,language_conditioned_grasp_policy,semantic_violation,0.18622,0.01563,7,168
combined_hard_shift,language_conditioned_grasp_policy,functional_blockage,0.32653,0.01179,7,168
combined_hard_shift,language_conditioned_grasp_policy,slip_rate,0.30527,0.03479,7,168
combined_hard_shift,language_conditioned_grasp_policy,damage_rate,0.32568,0.02739,7,168
combined_hard_shift,language_conditioned_grasp_policy,semantic_calibration_error,0.13493,0.00580,7,168
combined_hard_shift,language_conditioned_grasp_policy,oracle_regret,0.07036,0.00304,7,168
combined_hard_shift,oracle_task_closure,task_success,0.35544,0.03403,7,168
combined_hard_shift,oracle_task_closure,mechanical_closure_margin,0.66484,0.01216,7,168
combined_hard_shift,oracle_task_closure,semantic_violation,0.18112,0.02066,7,168
combined_hard_shift,oracle_task_closure,functional_blockage,0.22109,0.02513,7,168
combined_hard_shift,oracle_task_closure,slip_rate,0.25000,0.01549,7,168
combined_hard_shift,oracle_task_closure,damage_rate,0.30357,0.02789,7,168
combined_hard_shift,oracle_task_closure,semantic_calibration_error,0.33703,0.00617,7,168
combined_hard_shift,oracle_task_closure,oracle_regret,0.00000,0.00000,7,168
combined_hard_shift,probabilistic_normals_pong,task_success,0.07398,0.00981,7,168
combined_hard_shift,probabilistic_normals_pong,mechanical_closure_margin,0.89933,0.00449,7,168
combined_hard_shift,probabilistic_normals_pong,semantic_violation,0.70663,0.03384,7,168
combined_hard_shift,probabilistic_normals_pong,functional_blockage,0.54167,0.02812,7,168
combined_hard_shift,probabilistic_normals_pong,slip_rate,0.07738,0.01669,7,168
combined_hard_shift,probabilistic_normals_pong,damage_rate,0.35629,0.02551,7,168
combined_hard_shift,probabilistic_normals_pong,semantic_calibration_error,0.40609,0.01293,7,168
combined_hard_shift,probabilistic_normals_pong,oracle_regret,0.22060,0.00999,7,168
combined_hard_shift,risk_aware_force_closure,task_success,0.10289,0.01456,7,168
combined_hard_shift,risk_aware_force_closure,mechanical_closure_margin,0.84845,0.00597,7,168
combined_hard_shift,risk_aware_force_closure,semantic_violation,0.67007,0.02128,7,168
combined_hard_shift,risk_aware_force_closure,functional_blockage,0.48469,0.02607,7,168
combined_hard_shift,risk_aware_force_closure,slip_rate,0.10119,0.02319,7,168
combined_hard_shift,risk_aware_force_closure,damage_rate,0.22194,0.02244,7,168
combined_hard_shift,risk_aware_force_closure,semantic_calibration_error,0.34220,0.01798,7,168
combined_hard_shift,risk_aware_force_closure,oracle_regret,0.18750,0.00932,7,168
combined_hard_shift,semantic_force_closure_revisited,task_success,0.25595,0.02584,7,168
combined_hard_shift,semantic_force_closure_revisited,mechanical_closure_margin,0.66277,0.00552,7,168
combined_hard_shift,semantic_force_closure_revisited,semantic_violation,0.28571,0.03472,7,168
combined_hard_shift,semantic_force_closure_revisited,functional_blockage,0.30612,0.00913,7,168
combined_hard_shift,semantic_force_closure_revisited,slip_rate,0.22619,0.03097,7,168
combined_hard_shift,semantic_force_closure_revisited,damage_rate,0.29422,0.02188,7,168
combined_hard_shift,semantic_force_closure_revisited,semantic_calibration_error,0.19479,0.00822,7,168
combined_hard_shift,semantic_force_closure_revisited,oracle_regret,0.06928,0.00327,7,168
combined_hard_shift,taskgrasp_semantic_ranker,task_success,0.23725,0.01450,7,168
combined_hard_shift,taskgrasp_semantic_ranker,mechanical_closure_margin,0.56385,0.01386,7,168
combined_hard_shift,taskgrasp_semantic_ranker,semantic_violation,0.18708,0.02705,7,168
combined_hard_shift,taskgrasp_semantic_ranker,functional_blockage,0.30782,0.02016,7,168
combined_hard_shift,taskgrasp_semantic_ranker,slip_rate,0.30952,0.02175,7,168
combined_hard_shift,taskgrasp_semantic_ranker,damage_rate,0.31973,0.01500,7,168
combined_hard_shift,taskgrasp_semantic_ranker,semantic_calibration_error,0.14320,0.00555,7,168
combined_hard_shift,taskgrasp_semantic_ranker,oracle_regret,0.06854,0.00294,7,168
novel_category_same_semantics,affordance_only_vlm,task_success,0.30782,0.01813,7,168
novel_category_same_semantics,affordance_only_vlm,mechanical_closure_margin,0.43013,0.01249,7,168
novel_category_same_semantics,affordance_only_vlm,semantic_violation,0.07908,0.00752,7,168
novel_category_same_semantics,affordance_only_vlm,functional_blockage,0.26191,0.02936,7,168
novel_category_same_semantics,affordance_only_vlm,slip_rate,0.32313,0.03722,7,168
novel_category_same_semantics,affordance_only_vlm,damage_rate,0.25425,0.01543,7,168
novel_category_same_semantics,affordance_only_vlm,semantic_calibration_error,0.05601,0.00261,7,168
novel_category_same_semantics,affordance_only_vlm,oracle_regret,0.07374,0.00677,7,168
novel_category_same_semantics,geometry_force_closure,task_success,0.08333,0.01650,7,168
novel_category_same_semantics,geometry_force_closure,mechanical_closure_margin,0.95347,0.00232,7,168
novel_category_same_semantics,geometry_force_closure,semantic_violation,0.74150,0.01368,7,168
novel_category_same_semantics,geometry_force_closure,functional_blockage,0.58248,0.03719,7,168
novel_category_same_semantics,geometry_force_closure,slip_rate,0.01275,0.00397,7,168
novel_category_same_semantics,geometry_force_closure,damage_rate,0.33589,0.02879,7,168
novel_category_same_semantics,geometry_force_closure,semantic_calibration_error,0.59927,0.01142,7,168
novel_category_same_semantics,geometry_force_closure,oracle_regret,0.22940,0.00653,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,task_success,0.33589,0.01217,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,mechanical_closure_margin,0.58739,0.01765,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,semantic_violation,0.07398,0.01816,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,functional_blockage,0.30442,0.02539,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,slip_rate,0.22534,0.01790,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,damage_rate,0.29677,0.02297,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,semantic_calibration_error,0.10586,0.00404,7,168
novel_category_same_semantics,language_conditioned_grasp_policy,oracle_regret,0.03699,0.00398,7,168
novel_category_same_semantics,oracle_task_closure,task_success,0.36225,0.01808,7,168
novel_category_same_semantics,oracle_task_closure,mechanical_closure_margin,0.66346,0.01009,7,168
novel_category_same_semantics,oracle_task_closure,semantic_violation,0.17772,0.02240,7,168
novel_category_same_semantics,oracle_task_closure,functional_blockage,0.21684,0.02113,7,168
novel_category_same_semantics,oracle_task_closure,slip_rate,0.18027,0.01500,7,168
novel_category_same_semantics,oracle_task_closure,damage_rate,0.27126,0.03424,7,168
novel_category_same_semantics,oracle_task_closure,semantic_calibration_error,0.32497,0.00813,7,168
novel_category_same_semantics,oracle_task_closure,oracle_regret,0.00000,0.00000,7,168
novel_category_same_semantics,probabilistic_normals_pong,task_success,0.10544,0.00977,7,168
novel_category_same_semantics,probabilistic_normals_pong,mechanical_closure_margin,0.94103,0.00340,7,168
novel_category_same_semantics,probabilistic_normals_pong,semantic_violation,0.67517,0.02373,7,168
novel_category_same_semantics,probabilistic_normals_pong,functional_blockage,0.53997,0.03469,7,168
novel_category_same_semantics,probabilistic_normals_pong,slip_rate,0.01701,0.00472,7,168
novel_category_same_semantics,probabilistic_normals_pong,damage_rate,0.34354,0.02605,7,168
novel_category_same_semantics,probabilistic_normals_pong,semantic_calibration_error,0.41096,0.01508,7,168
novel_category_same_semantics,probabilistic_normals_pong,oracle_regret,0.20072,0.00616,7,168
novel_category_same_semantics,risk_aware_force_closure,task_success,0.15561,0.01333,7,168
novel_category_same_semantics,risk_aware_force_closure,mechanical_closure_margin,0.89582,0.00698,7,168
novel_category_same_semantics,risk_aware_force_closure,semantic_violation,0.66922,0.02217,7,168
novel_category_same_semantics,risk_aware_force_closure,functional_blockage,0.44473,0.03052,7,168
novel_category_same_semantics,risk_aware_force_closure,slip_rate,0.02976,0.00569,7,168
novel_category_same_semantics,risk_aware_force_closure,damage_rate,0.18367,0.02167,7,168
novel_category_same_semantics,risk_aware_force_closure,semantic_calibration_error,0.33561,0.01561,7,168
novel_category_same_semantics,risk_aware_force_closure,oracle_regret,0.15634,0.00907,7,168
novel_category_same_semantics,semantic_force_closure_revisited,task_success,0.34694,0.02200,7,168
novel_category_same_semantics,semantic_force_closure_revisited,mechanical_closure_margin,0.68220,0.00351,7,168
novel_category_same_semantics,semantic_force_closure_revisited,semantic_violation,0.20833,0.02145,7,168
novel_category_same_semantics,semantic_force_closure_revisited,functional_blockage,0.26786,0.02694,7,168
novel_category_same_semantics,semantic_force_closure_revisited,slip_rate,0.16241,0.02244,7,168
novel_category_same_semantics,semantic_force_closure_revisited,damage_rate,0.23724,0.02602,7,168
novel_category_same_semantics,semantic_force_closure_revisited,semantic_calibration_error,0.16715,0.00441,7,168
novel_category_same_semantics,semantic_force_closure_revisited,oracle_regret,0.02360,0.00226,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,task_success,0.35204,0.03343,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,mechanical_closure_margin,0.55799,0.01215,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,semantic_violation,0.08674,0.01437,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,functional_blockage,0.24405,0.01764,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,slip_rate,0.24235,0.02329,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,damage_rate,0.29677,0.02526,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,semantic_calibration_error,0.12591,0.00474,7,168
novel_category_same_semantics,taskgrasp_semantic_ranker,oracle_regret,0.03231,0.00163,7,168
seen_categories_seen_tasks,affordance_only_vlm,task_success,0.31123,0.02966,7,168
seen_categories_seen_tasks,affordance_only_vlm,mechanical_closure_margin,0.42592,0.01330,7,168
seen_categories_seen_tasks,affordance_only_vlm,semantic_violation,0.06462,0.01913,7,168
seen_categories_seen_tasks,affordance_only_vlm,functional_blockage,0.25935,0.02717,7,168
seen_categories_seen_tasks,affordance_only_vlm,slip_rate,0.32058,0.02539,7,168
seen_categories_seen_tasks,affordance_only_vlm,damage_rate,0.25425,0.01071,7,168
seen_categories_seen_tasks,affordance_only_vlm,semantic_calibration_error,0.04892,0.00167,7,168
seen_categories_seen_tasks,affordance_only_vlm,oracle_regret,0.06900,0.00335,7,168
seen_categories_seen_tasks,geometry_force_closure,task_success,0.09779,0.01851,7,168
seen_categories_seen_tasks,geometry_force_closure,mechanical_closure_margin,0.95787,0.00313,7,168
seen_categories_seen_tasks,geometry_force_closure,semantic_violation,0.74235,0.01604,7,168
seen_categories_seen_tasks,geometry_force_closure,functional_blockage,0.54592,0.01542,7,168
seen_categories_seen_tasks,geometry_force_closure,slip_rate,0.00680,0.00304,7,168
seen_categories_seen_tasks,geometry_force_closure,damage_rate,0.28827,0.03178,7,168
seen_categories_seen_tasks,geometry_force_closure,semantic_calibration_error,0.57759,0.01484,7,168
seen_categories_seen_tasks,geometry_force_closure,oracle_regret,0.22372,0.00600,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,task_success,0.38520,0.01683,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,mechanical_closure_margin,0.61512,0.01539,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,semantic_violation,0.08588,0.01986,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,functional_blockage,0.32058,0.01946,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,slip_rate,0.18027,0.02738,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,damage_rate,0.28146,0.03136,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,semantic_calibration_error,0.09548,0.00312,7,168
seen_categories_seen_tasks,language_conditioned_grasp_policy,oracle_regret,0.02791,0.00214,7,168
seen_categories_seen_tasks,oracle_task_closure,task_success,0.39456,0.02000,7,168
seen_categories_seen_tasks,oracle_task_closure,mechanical_closure_margin,0.68440,0.00706,7,168
seen_categories_seen_tasks,oracle_task_closure,semantic_violation,0.18453,0.02234,7,168
seen_categories_seen_tasks,oracle_task_closure,functional_blockage,0.21429,0.01418,7,168
seen_categories_seen_tasks,oracle_task_closure,slip_rate,0.12585,0.01734,7,168
seen_categories_seen_tasks,oracle_task_closure,damage_rate,0.27041,0.01868,7,168
seen_categories_seen_tasks,oracle_task_closure,semantic_calibration_error,0.30531,0.00530,7,168
seen_categories_seen_tasks,oracle_task_closure,oracle_regret,0.00000,0.00000,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,task_success,0.11055,0.01546,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,mechanical_closure_margin,0.94582,0.00345,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,semantic_violation,0.66327,0.01546,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,functional_blockage,0.52806,0.03146,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,slip_rate,0.00765,0.00215,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,damage_rate,0.33418,0.02711,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,semantic_calibration_error,0.41287,0.00864,7,168
seen_categories_seen_tasks,probabilistic_normals_pong,oracle_regret,0.19545,0.00545,7,168
seen_categories_seen_tasks,risk_aware_force_closure,task_success,0.21854,0.03365,7,168
seen_categories_seen_tasks,risk_aware_force_closure,mechanical_closure_margin,0.89525,0.00441,7,168
seen_categories_seen_tasks,risk_aware_force_closure,semantic_violation,0.60714,0.04387,7,168
seen_categories_seen_tasks,risk_aware_force_closure,functional_blockage,0.40476,0.02991,7,168
seen_categories_seen_tasks,risk_aware_force_closure,slip_rate,0.02466,0.00822,7,168
seen_categories_seen_tasks,risk_aware_force_closure,damage_rate,0.18367,0.02434,7,168
seen_categories_seen_tasks,risk_aware_force_closure,semantic_calibration_error,0.31571,0.01440,7,168
seen_categories_seen_tasks,risk_aware_force_closure,oracle_regret,0.13990,0.00821,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,task_success,0.39711,0.04444,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,mechanical_closure_margin,0.69603,0.01168,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,semantic_violation,0.17857,0.02730,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,functional_blockage,0.23044,0.02287,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,slip_rate,0.13350,0.01886,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,damage_rate,0.23809,0.02374,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,semantic_calibration_error,0.15586,0.00482,7,168
seen_categories_seen_tasks,semantic_force_closure_revisited,oracle_regret,0.01119,0.00116,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,task_success,0.38776,0.01404,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,mechanical_closure_margin,0.56675,0.00870,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,semantic_violation,0.09779,0.02018,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,functional_blockage,0.24745,0.01705,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,slip_rate,0.21259,0.02715,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,damage_rate,0.29422,0.02668,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,semantic_calibration_error,0.12561,0.00164,7,168
seen_categories_seen_tasks,taskgrasp_semantic_ranker,oracle_regret,0.02546,0.00264,7,168
task_intent_shift,affordance_only_vlm,task_success,0.25595,0.02319,7,168
task_intent_shift,affordance_only_vlm,mechanical_closure_margin,0.44339,0.01438,7,168
task_intent_shift,affordance_only_vlm,semantic_violation,0.12415,0.01598,7,168
task_intent_shift,affordance_only_vlm,functional_blockage,0.31038,0.04132,7,168
task_intent_shift,affordance_only_vlm,slip_rate,0.31633,0.02663,7,168
task_intent_shift,affordance_only_vlm,damage_rate,0.25680,0.02564,7,168
task_intent_shift,affordance_only_vlm,semantic_calibration_error,0.08359,0.00501,7,168
task_intent_shift,affordance_only_vlm,oracle_regret,0.08822,0.00084,7,168
task_intent_shift,geometry_force_closure,task_success,0.07653,0.01309,7,168
task_intent_shift,geometry_force_closure,mechanical_closure_margin,0.95874,0.00437,7,168
task_intent_shift,geometry_force_closure,semantic_violation,0.76446,0.02717,7,168
task_intent_shift,geometry_force_closure,functional_blockage,0.55782,0.02517,7,168
task_intent_shift,geometry_force_closure,slip_rate,0.00850,0.00500,7,168
task_intent_shift,geometry_force_closure,damage_rate,0.33248,0.02011,7,168
task_intent_shift,geometry_force_closure,semantic_calibration_error,0.61661,0.02093,7,168
task_intent_shift,geometry_force_closure,oracle_regret,0.23063,0.00773,7,168
task_intent_shift,language_conditioned_grasp_policy,task_success,0.31378,0.02244,7,168
task_intent_shift,language_conditioned_grasp_policy,mechanical_closure_margin,0.58452,0.00987,7,168
task_intent_shift,language_conditioned_grasp_policy,semantic_violation,0.11310,0.01871,7,168
task_intent_shift,language_conditioned_grasp_policy,functional_blockage,0.32228,0.03038,7,168
task_intent_shift,language_conditioned_grasp_policy,slip_rate,0.21173,0.02822,7,168
task_intent_shift,language_conditioned_grasp_policy,damage_rate,0.29337,0.01831,7,168
task_intent_shift,language_conditioned_grasp_policy,semantic_calibration_error,0.11823,0.00347,7,168
task_intent_shift,language_conditioned_grasp_policy,oracle_regret,0.05238,0.00270,7,168
task_intent_shift,oracle_task_closure,task_success,0.42432,0.02667,7,168
task_intent_shift,oracle_task_closure,mechanical_closure_margin,0.67738,0.01260,7,168
task_intent_shift,oracle_task_closure,semantic_violation,0.18027,0.01849,7,168
task_intent_shift,oracle_task_closure,functional_blockage,0.21089,0.01970,7,168
task_intent_shift,oracle_task_closure,slip_rate,0.17687,0.01866,7,168
task_intent_shift,oracle_task_closure,damage_rate,0.26190,0.01527,7,168
task_intent_shift,oracle_task_closure,semantic_calibration_error,0.31255,0.00980,7,168
task_intent_shift,oracle_task_closure,oracle_regret,0.00000,0.00000,7,168
task_intent_shift,probabilistic_normals_pong,task_success,0.11224,0.01515,7,168
task_intent_shift,probabilistic_normals_pong,mechanical_closure_margin,0.94617,0.00393,7,168
task_intent_shift,probabilistic_normals_pong,semantic_violation,0.68622,0.04134,7,168
task_intent_shift,probabilistic_normals_pong,functional_blockage,0.54422,0.02289,7,168
task_intent_shift,probabilistic_normals_pong,slip_rate,0.01190,0.00674,7,168
task_intent_shift,probabilistic_normals_pong,damage_rate,0.36140,0.03731,7,168
task_intent_shift,probabilistic_normals_pong,semantic_calibration_error,0.43958,0.01609,7,168
task_intent_shift,probabilistic_normals_pong,oracle_regret,0.20848,0.00708,7,168
task_intent_shift,risk_aware_force_closure,task_success,0.14031,0.01459,7,168
task_intent_shift,risk_aware_force_closure,mechanical_closure_margin,0.89826,0.00568,7,168
task_intent_shift,risk_aware_force_closure,semantic_violation,0.67262,0.02068,7,168
task_intent_shift,risk_aware_force_closure,functional_blockage,0.45068,0.02739,7,168
task_intent_shift,risk_aware_force_closure,slip_rate,0.03316,0.00616,7,168
task_intent_shift,risk_aware_force_closure,damage_rate,0.19473,0.01584,7,168
task_intent_shift,risk_aware_force_closure,semantic_calibration_error,0.35383,0.01226,7,168
task_intent_shift,risk_aware_force_closure,oracle_regret,0.16493,0.00897,7,168
task_intent_shift,semantic_force_closure_revisited,task_success,0.32908,0.02642,7,168
task_intent_shift,semantic_force_closure_revisited,mechanical_closure_margin,0.69064,0.01013,7,168
task_intent_shift,semantic_force_closure_revisited,semantic_violation,0.23469,0.03723,7,168
task_intent_shift,semantic_force_closure_revisited,functional_blockage,0.26446,0.03158,7,168
task_intent_shift,semantic_force_closure_revisited,slip_rate,0.14116,0.01967,7,168
task_intent_shift,semantic_force_closure_revisited,damage_rate,0.21684,0.01953,7,168
task_intent_shift,semantic_force_closure_revisited,semantic_calibration_error,0.16178,0.00538,7,168
task_intent_shift,semantic_force_closure_revisited,oracle_regret,0.03512,0.00326,7,168
task_intent_shift,taskgrasp_semantic_ranker,task_success,0.30442,0.03343,7,168
task_intent_shift,taskgrasp_semantic_ranker,mechanical_closure_margin,0.56014,0.00846,7,168
task_intent_shift,taskgrasp_semantic_ranker,semantic_violation,0.14371,0.03153,7,168
task_intent_shift,taskgrasp_semantic_ranker,functional_blockage,0.26105,0.00933,7,168
task_intent_shift,taskgrasp_semantic_ranker,slip_rate,0.23044,0.02032,7,168
task_intent_shift,taskgrasp_semantic_ranker,damage_rate,0.26956,0.03432,7,168
task_intent_shift,taskgrasp_semantic_ranker,semantic_calibration_error,0.12798,0.00273,7,168
task_intent_shift,taskgrasp_semantic_ranker,oracle_regret,0.04817,0.00356,7,168
