split,task,seed,episode,method,candidate,task_success,mechanical_closure_margin,semantic_violation,functional_blockage,slip_rate,damage_rate,semantic_calibration_error,oracle_regret
combined_hard_shift,deformable_package_lift,0,31,minus_forbidden_surface_semantics,14,0.00000,0.54488,0.00000,0.00000,0.00000,1.00000,0.30125,0.04191
combined_hard_shift,deformable_package_lift,0,31,minus_functional_access_constraint,2,0.00000,0.88269,0.00000,1.00000,0.00000,0.00000,0.34005,0.00000
combined_hard_shift,deformable_package_lift,0,31,minus_material_deformation_risk,14,0.00000,0.54488,0.00000,0.00000,0.00000,0.00000,0.16450,0.04191
combined_hard_shift,deformable_package_lift,0,31,geometry_only_closure_score,3,0.00000,0.94927,0.00000,1.00000,0.00000,0.00000,0.49170,0.19915
combined_hard_shift,deformable_package_lift,0,31,language_only_semantic_score,5,0.00000,0.75300,1.00000,0.00000,0.00000,0.00000,0.29445,0.03823
combined_hard_shift,deformable_package_lift,0,32,full_semantic_force_closure,12,0.00000,0.54942,0.00000,0.00000,1.00000,0.00000,0.18873,0.00000
combined_hard_shift,deformable_package_lift,0,32,minus_task_intent_conditioning,6,0.00000,0.78654,1.00000,1.00000,0.00000,0.00000,0.45001,0.20029
combined_hard_shift,deformable_package_lift,0,32,minus_forbidden_surface_semantics,0,0.00000,0.65927,1.00000,1.00000,0.00000,0.00000,0.24247,0.11079
combined_hard_shift,deformable_package_lift,0,32,minus_functional_access_constraint,6,0.00000,0.78654,1.00000,1.00000,0.00000,0.00000,0.46577,0.20029
combined_hard_shift,deformable_package_lift,0,32,minus_material_deformation_risk,0,0.00000,0.65927,0.00000,0.00000,1.00000,0.00000,0.29419,0.11079
combined_hard_shift,deformable_package_lift,0,32,geometry_only_closure_score,14,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.60946,0.10228
combined_hard_shift,deformable_package_lift,0,32,language_only_semantic_score,12,1.00000,0.54942,0.00000,1.00000,0.00000,0.00000,0.21951,0.00000
combined_hard_shift,deformable_package_lift,0,33,full_semantic_force_closure,6,0.00000,0.81473,0.00000,0.00000,1.00000,0.00000,0.28040,0.00000
combined_hard_shift,deformable_package_lift,0,33,minus_task_intent_conditioning,6,1.00000,0.81473,0.00000,0.00000,0.00000,1.00000,0.43165,0.00000
combined_hard_shift,deformable_package_lift,0,33,minus_forbidden_surface_semantics,6,0.00000,0.81473,0.00000,1.00000,0.00000,1.00000,0.37416,0.00000
combined_hard_shift,deformable_package_lift,0,33,minus_functional_access_constraint,6,1.00000,0.81473,0.00000,0.00000,1.00000,1.00000,0.45520,0.00000
combined_hard_shift,deformable_package_lift,0,33,minus_material_deformation_risk,6,1.00000,0.81473,0.00000,0.00000,0.00000,0.00000,0.22054,0.00000
combined_hard_shift,deformable_package_lift,0,33,geometry_only_closure_score,9,0.00000,0.97151,1.00000,1.00000,0.00000,0.00000,0.63061,0.36030
combined_hard_shift,deformable_package_lift,0,33,language_only_semantic_score,6,0.00000,0.81473,0.00000,1.00000,0.00000,1.00000,0.03262,0.00000
combined_hard_shift,deformable_package_lift,0,34,full_semantic_force_closure,14,0.00000,0.45088,0.00000,0.00000,1.00000,1.00000,0.25028,0.14239
combined_hard_shift,deformable_package_lift,0,34,minus_task_intent_conditioning,1,0.00000,0.30440,0.00000,1.00000,1.00000,0.00000,0.37980,0.15309
combined_hard_shift,deformable_package_lift,0,34,minus_forbidden_surface_semantics,13,0.00000,0.42023,0.00000,1.00000,0.00000,0.00000,0.12550,0.25845
combined_hard_shift,deformable_package_lift,0,34,minus_functional_access_constraint,1,0.00000,0.30440,0.00000,0.00000,0.00000,0.00000,0.37182,0.15309
combined_hard_shift,deformable_package_lift,0,34,minus_material_deformation_risk,5,0.00000,0.19268,0.00000,0.00000,1.00000,1.00000,0.36988,0.13384
combined_hard_shift,deformable_package_lift,0,34,geometry_only_closure_score,15,0.00000,0.96729,1.00000,0.00000,0.00000,0.00000,0.59214,0.29359
combined_hard_shift,deformable_package_lift,0,34,language_only_semantic_score,14,0.00000,0.45088,0.00000,0.00000,0.00000,1.00000,0.18000,0.14239
combined_hard_shift,deformable_package_lift,0,35,full_semantic_force_closure,6,0.00000,0.62901,1.00000,0.00000,0.00000,1.00000,0.04033,0.00654
combined_hard_shift,deformable_package_lift,0,35,minus_task_intent_conditioning,6,0.00000,0.62901,1.00000,0.00000,0.00000,1.00000,0.10418,0.00654
combined_hard_shift,deformable_package_lift,0,35,minus_forbidden_surface_semantics,6,0.00000,0.62901,1.00000,0.00000,0.00000,0.00000,0.01818,0.00654
combined_hard_shift,deformable_package_lift,0,35,minus_functional_access_constraint,2,0.00000,0.91578,0.00000,1.00000,1.00000,1.00000,0.20794,0.03756
combined_hard_shift,deformable_package_lift,0,35,minus_material_deformation_risk,6,0.00000,0.62901,0.00000,0.00000,0.00000,0.00000,0.10708,0.00654
combined_hard_shift,deformable_package_lift,0,35,geometry_only_closure_score,2,0.00000,0.91578,1.00000,0.00000,0.00000,1.00000,0.37165,0.03756
combined_hard_shift,deformable_package_lift,0,35,language_only_semantic_score,8,0.00000,0.13118,0.00000,1.00000,1.00000,0.00000,0.07261,0.04964
combined_hard_shift,deformable_package_lift,0,36,full_semantic_force_closure,2,0.00000,0.44892,1.00000,0.00000,0.00000,0.00000,0.00532,0.10398
combined_hard_shift,deformable_package_lift,0,36,minus_task_intent_conditioning,2,0.00000,0.44892,0.00000,0.00000,1.00000,1.00000,0.14835,0.10398
combined_hard_shift,deformable_package_lift,0,36,minus_forbidden_surface_semantics,0,0.00000,0.76886,0.00000,0.00000,0.00000,1.00000,0.09516,0.13323
combined_hard_shift,deformable_package_lift,0,36,minus_functional_access_constraint,15,0.00000,0.60459,0.00000,0.00000,1.00000,1.00000,0.04226,0.22743
combined_hard_shift,deformable_package_lift,0,36,minus_material_deformation_risk,0,0.00000,0.76886,1.00000,0.00000,1.00000,0.00000,0.22045,0.13323
combined_hard_shift,deformable_package_lift,0,36,geometry_only_closure_score,1,0.00000,0.86489,1.00000,0.00000,0.00000,0.00000,0.68278,0.37012
combined_hard_shift,deformable_package_lift,0,36,language_only_semantic_score,6,0.00000,0.36860,0.00000,0.00000,1.00000,0.00000,0.18982,0.00000
combined_hard_shift,deformable_package_lift,0,37,full_semantic_force_closure,7,0.00000,0.89580,1.00000,1.00000,1.00000,0.00000,0.17621,0.07131
combined_hard_shift,deformable_package_lift,0,37,minus_task_intent_conditioning,7,0.00000,0.89580,1.00000,0.00000,0.00000,0.00000,0.08320,0.07131
combined_hard_shift,deformable_package_lift,0,37,minus_forbidden_surface_semantics,7,0.00000,0.89580,1.00000,1.00000,0.00000,1.00000,0.10568,0.07131
combined_hard_shift,deformable_package_lift,0,37,minus_functional_access_constraint,7,0.00000,0.89580,0.00000,1.00000,0.00000,0.00000,0.08324,0.07131
combined_hard_shift,deformable_package_lift,0,37,minus_material_deformation_risk,7,0.00000,0.89580,0.00000,0.00000,0.00000,0.00000,0.24589,0.07131
combined_hard_shift,deformable_package_lift,0,37,geometry_only_closure_score,9,0.00000,0.85991,1.00000,0.00000,1.00000,0.00000,0.15538,0.00000
combined_hard_shift,deformable_package_lift,0,37,language_only_semantic_score,11,0.00000,0.37571,1.00000,1.00000,1.00000,0.00000,0.30471,0.16320
combined_hard_shift,deformable_package_lift,0,38,full_semantic_force_closure,1,0.00000,0.68973,0.00000,0.00000,0.00000,1.00000,0.07298,0.00000
combined_hard_shift,deformable_package_lift,0,38,minus_task_intent_conditioning,1,0.00000,0.68973,0.00000,0.00000,0.00000,0.00000,0.07894,0.00000
combined_hard_shift,deformable_package_lift,0,38,minus_forbidden_surface_semantics,1,1.00000,0.68973,0.00000,0.00000,0.00000,0.00000,0.03102,0.00000
combined_hard_shift,deformable_package_lift,0,38,minus_functional_access_constraint,1,0.00000,0.68973,0.00000,0.00000,0.00000,0.00000,0.09969,0.00000
combined_hard_shift,deformable_package_lift,0,38,minus_material_deformation_risk,1,1.00000,0.68973,0.00000,1.00000,0.00000,0.00000,0.09711,0.00000
combined_hard_shift,deformable_package_lift,0,38,geometry_only_closure_score,15,0.00000,0.98106,1.00000,0.00000,0.00000,0.00000,0.60873,0.29167
combined_hard_shift,deformable_package_lift,0,38,language_only_semantic_score,13,0.00000,0.15581,0.00000,0.00000,1.00000,1.00000,0.10358,0.14787
combined_hard_shift,deformable_package_lift,0,39,full_semantic_force_closure,2,1.00000,0.48473,0.00000,0.00000,1.00000,0.00000,0.36170,0.00000
combined_hard_shift,deformable_package_lift,0,39,minus_task_intent_conditioning,2,1.00000,0.48473,0.00000,0.00000,0.00000,0.00000,0.51446,0.00000
combined_hard_shift,deformable_package_lift,0,39,minus_forbidden_surface_semantics,2,1.00000,0.48473,0.00000,0.00000,0.00000,1.00000,0.46991,0.00000
combined_hard_shift,deformable_package_lift,0,39,minus_functional_access_constraint,2,0.00000,0.48473,0.00000,0.00000,0.00000,0.00000,0.54429,0.00000
combined_hard_shift,deformable_package_lift,0,39,minus_material_deformation_risk,2,0.00000,0.48473,0.00000,0.00000,0.00000,0.00000,0.36761,0.00000
combined_hard_shift,deformable_package_lift,0,39,geometry_only_closure_score,10,0.00000,0.93510,1.00000,0.00000,0.00000,1.00000,0.56666,0.26446
combined_hard_shift,deformable_package_lift,0,39,language_only_semantic_score,4,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.03101,0.41232
combined_hard_shift,deformable_package_lift,0,40,full_semantic_force_closure,9,1.00000,0.82848,0.00000,0.00000,0.00000,1.00000,0.15939,0.00000
combined_hard_shift,deformable_package_lift,0,40,minus_task_intent_conditioning,9,0.00000,0.82848,1.00000,1.00000,0.00000,1.00000,0.23994,0.00000
combined_hard_shift,deformable_package_lift,0,40,minus_forbidden_surface_semantics,9,0.00000,0.82848,0.00000,1.00000,1.00000,0.00000,0.25318,0.00000
combined_hard_shift,deformable_package_lift,0,40,minus_functional_access_constraint,9,1.00000,0.82848,1.00000,1.00000,0.00000,0.00000,0.22967,0.00000
combined_hard_shift,deformable_package_lift,0,40,minus_material_deformation_risk,9,0.00000,0.82848,0.00000,0.00000,0.00000,1.00000,0.10773,0.00000
combined_hard_shift,deformable_package_lift,0,40,geometry_only_closure_score,5,0.00000,0.99476,1.00000,0.00000,0.00000,0.00000,0.70145,0.17605
combined_hard_shift,deformable_package_lift,0,40,language_only_semantic_score,13,0.00000,0.79711,1.00000,0.00000,0.00000,1.00000,0.16336,0.13121
combined_hard_shift,deformable_package_lift,0,41,full_semantic_force_closure,3,0.00000,0.29815,1.00000,0.00000,1.00000,1.00000,0.28180,0.00000
combined_hard_shift,deformable_package_lift,0,41,minus_task_intent_conditioning,3,0.00000,0.29815,0.00000,0.00000,1.00000,0.00000,0.43626,0.00000
combined_hard_shift,deformable_package_lift,0,41,minus_forbidden_surface_semantics,3,0.00000,0.29815,0.00000,0.00000,0.00000,0.00000,0.39303,0.00000
combined_hard_shift,deformable_package_lift,0,41,minus_functional_access_constraint,9,0.00000,0.71188,0.00000,1.00000,0.00000,1.00000,0.19618,0.24891
combined_hard_shift,deformable_package_lift,0,41,minus_material_deformation_risk,6,0.00000,0.56223,0.00000,1.00000,0.00000,1.00000,0.00839,0.01509
combined_hard_shift,deformable_package_lift,0,41,geometry_only_closure_score,4,0.00000,0.96833,1.00000,1.00000,0.00000,0.00000,0.37714,0.12419
combined_hard_shift,deformable_package_lift,0,41,language_only_semantic_score,9,0.00000,0.71188,0.00000,0.00000,0.00000,1.00000,0.22052,0.24891
combined_hard_shift,mug_pour_handoff,1,0,full_semantic_force_closure,11,0.00000,0.78813,0.00000,0.00000,0.00000,1.00000,0.21822,0.00000
combined_hard_shift,mug_pour_handoff,1,0,minus_task_intent_conditioning,11,0.00000,0.78813,0.00000,0.00000,1.00000,0.00000,0.38892,0.00000
combined_hard_shift,mug_pour_handoff,1,0,minus_forbidden_surface_semantics,11,1.00000,0.78813,0.00000,0.00000,0.00000,0.00000,0.32654,0.00000
combined_hard_shift,mug_pour_handoff,1,0,minus_functional_access_constraint,11,1.00000,0.78813,0.00000,0.00000,0.00000,0.00000,0.40334,0.00000
combined_hard_shift,mug_pour_handoff,1,0,minus_material_deformation_risk,11,0.00000,0.78813,0.00000,0.00000,0.00000,0.00000,0.22663,0.00000
combined_hard_shift,mug_pour_handoff,1,0,geometry_only_closure_score,9,0.00000,1.00000,1.00000,0.00000,0.00000,1.00000,0.42097,0.33547
combined_hard_shift,mug_pour_handoff,1,0,language_only_semantic_score,11,1.00000,0.78813,0.00000,0.00000,0.00000,0.00000,0.05346,0.00000
combined_hard_shift,mug_pour_handoff,1,1,full_semantic_force_closure,4,0.00000,0.94218,1.00000,0.00000,0.00000,1.00000,0.12448,0.00000
combined_hard_shift,mug_pour_handoff,1,1,minus_task_intent_conditioning,4,0.00000,0.94218,0.00000,0.00000,0.00000,0.00000,0.21382,0.00000
combined_hard_shift,mug_pour_handoff,1,1,minus_forbidden_surface_semantics,4,1.00000,0.94218,0.00000,1.00000,0.00000,0.00000,0.12098,0.00000
combined_hard_shift,mug_pour_handoff,1,1,minus_functional_access_constraint,10,0.00000,0.96539,0.00000,1.00000,0.00000,0.00000,0.00074,0.19180
combined_hard_shift,mug_pour_handoff,1,1,minus_material_deformation_risk,7,0.00000,0.73067,0.00000,1.00000,0.00000,1.00000,0.24936,0.23113
combined_hard_shift,mug_pour_handoff,1,1,geometry_only_closure_score,2,0.00000,0.88951,1.00000,1.00000,0.00000,0.00000,0.67793,0.26858
combined_hard_shift,mug_pour_handoff,1,1,language_only_semantic_score,6,0.00000,0.17423,0.00000,0.00000,1.00000,0.00000,0.09669,0.12137
combined_hard_shift,mug_pour_handoff,1,2,full_semantic_force_closure,4,0.00000,0.73802,0.00000,0.00000,0.00000,0.00000,0.25003,0.00000
combined_hard_shift,mug_pour_handoff,1,2,minus_task_intent_conditioning,4,0.00000,0.73802,0.00000,0.00000,0.00000,0.00000,0.34875,0.00000
combined_hard_shift,mug_pour_handoff,1,2,minus_forbidden_surface_semantics,12,0.00000,0.89912,0.00000,1.00000,1.00000,0.00000,0.08650,0.15882
combined_hard_shift,mug_pour_handoff,1,2,minus_functional_access_constraint,4,1.00000,0.73802,0.00000,0.00000,0.00000,0.00000,0.34785,0.00000
combined_hard_shift,mug_pour_handoff,1,2,minus_material_deformation_risk,4,0.00000,0.73802,0.00000,0.00000,0.00000,1.00000,0.16600,0.00000
combined_hard_shift,mug_pour_handoff,1,2,geometry_only_closure_score,12,0.00000,0.89912,0.00000,0.00000,0.00000,1.00000,0.02586,0.15882
combined_hard_shift,mug_pour_handoff,1,2,language_only_semantic_score,4,0.00000,0.73802,0.00000,0.00000,0.00000,0.00000,0.05522,0.00000
combined_hard_shift,mug_pour_handoff,1,3,full_semantic_force_closure,10,0.00000,0.64759,1.00000,1.00000,0.00000,0.00000,0.03644,0.14617
combined_hard_shift,mug_pour_handoff,1,3,minus_task_intent_conditioning,10,0.00000,0.64759,0.00000,1.00000,0.00000,0.00000,0.05469,0.14617
combined_hard_shift,mug_pour_handoff,1,3,minus_forbidden_surface_semantics,10,0.00000,0.64759,0.00000,1.00000,0.00000,0.00000,0.06584,0.14617
combined_hard_shift,mug_pour_handoff,1,3,minus_functional_access_constraint,10,0.00000,0.64759,0.00000,1.00000,0.00000,0.00000,0.03943,0.14617
combined_hard_shift,mug_pour_handoff,1,3,minus_material_deformation_risk,15,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.22186,0.00000
combined_hard_shift,mug_pour_handoff,1,3,geometry_only_closure_score,15,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.17221,0.00000
combined_hard_shift,mug_pour_handoff,1,3,language_only_semantic_score,6,1.00000,0.28055,0.00000,1.00000,0.00000,0.00000,0.10258,0.10157
combined_hard_shift,mug_pour_handoff,1,4,full_semantic_force_closure,9,0.00000,0.65573,0.00000,0.00000,0.00000,0.00000,0.14111,0.15478
combined_hard_shift,mug_pour_handoff,1,4,minus_task_intent_conditioning,9,0.00000,0.65573,0.00000,1.00000,0.00000,0.00000,0.04837,0.15478
combined_hard_shift,mug_pour_handoff,1,4,minus_forbidden_surface_semantics,6,0.00000,0.45055,1.00000,0.00000,1.00000,0.00000,0.02887,0.16520
combined_hard_shift,mug_pour_handoff,1,4,minus_functional_access_constraint,9,0.00000,0.65573,1.00000,0.00000,0.00000,0.00000,0.05320,0.15478
combined_hard_shift,mug_pour_handoff,1,4,minus_material_deformation_risk,7,0.00000,0.76944,0.00000,1.00000,0.00000,1.00000,0.03283,0.15130
combined_hard_shift,mug_pour_handoff,1,4,geometry_only_closure_score,4,0.00000,0.97711,1.00000,0.00000,0.00000,1.00000,0.32275,0.09196
combined_hard_shift,mug_pour_handoff,1,4,language_only_semantic_score,13,0.00000,0.60367,0.00000,1.00000,0.00000,1.00000,0.00588,0.17001
combined_hard_shift,mug_pour_handoff,1,5,full_semantic_force_closure,0,0.00000,0.56306,0.00000,0.00000,0.00000,1.00000,0.02695,0.15722
combined_hard_shift,mug_pour_handoff,1,5,minus_task_intent_conditioning,0,1.00000,0.56306,1.00000,0.00000,0.00000,1.00000,0.08331,0.15722
combined_hard_shift,mug_pour_handoff,1,5,minus_forbidden_surface_semantics,0,1.00000,0.56306,0.00000,0.00000,1.00000,0.00000,0.07273,0.15722
combined_hard_shift,mug_pour_handoff,1,5,minus_functional_access_constraint,0,1.00000,0.56306,0.00000,1.00000,0.00000,1.00000,0.08676,0.15722
combined_hard_shift,mug_pour_handoff,1,5,minus_material_deformation_risk,0,0.00000,0.56306,1.00000,0.00000,0.00000,1.00000,0.01565,0.15722
combined_hard_shift,mug_pour_handoff,1,5,geometry_only_closure_score,12,0.00000,0.91311,1.00000,0.00000,0.00000,0.00000,0.64307,0.31120
combined_hard_shift,mug_pour_handoff,1,5,language_only_semantic_score,14,0.00000,0.07739,0.00000,1.00000,0.00000,1.00000,0.05389,0.21090
combined_hard_shift,mug_pour_handoff,1,6,full_semantic_force_closure,8,0.00000,0.51685,0.00000,1.00000,0.00000,0.00000,0.25361,0.16772
combined_hard_shift,mug_pour_handoff,1,6,minus_task_intent_conditioning,8,0.00000,0.51685,1.00000,1.00000,0.00000,0.00000,0.36170,0.16772
combined_hard_shift,mug_pour_handoff,1,6,minus_forbidden_surface_semantics,6,1.00000,0.64353,0.00000,1.00000,1.00000,0.00000,0.26691,0.01690
combined_hard_shift,mug_pour_handoff,1,6,minus_functional_access_constraint,8,0.00000,0.51685,0.00000,0.00000,0.00000,0.00000,0.35406,0.16772
combined_hard_shift,mug_pour_handoff,1,6,minus_material_deformation_risk,14,0.00000,0.86034,0.00000,1.00000,0.00000,1.00000,0.06697,0.31494
combined_hard_shift,mug_pour_handoff,1,6,geometry_only_closure_score,5,0.00000,0.92890,1.00000,0.00000,0.00000,0.00000,0.37361,0.13178
combined_hard_shift,mug_pour_handoff,1,6,language_only_semantic_score,8,0.00000,0.51685,0.00000,0.00000,0.00000,1.00000,0.10270,0.16772
combined_hard_shift,mug_pour_handoff,1,7,full_semantic_force_closure,12,0.00000,0.78359,1.00000,0.00000,0.00000,1.00000,0.15730,0.00000
combined_hard_shift,mug_pour_handoff,1,7,minus_task_intent_conditioning,12,1.00000,0.78359,0.00000,1.00000,0.00000,1.00000,0.28784,0.00000
combined_hard_shift,mug_pour_handoff,1,7,minus_forbidden_surface_semantics,12,1.00000,0.78359,0.00000,1.00000,0.00000,0.00000,0.22393,0.00000
combined_hard_shift,mug_pour_handoff,1,7,minus_functional_access_constraint,12,0.00000,0.78359,0.00000,0.00000,0.00000,1.00000,0.30009,0.00000
combined_hard_shift,mug_pour_handoff,1,7,minus_material_deformation_risk,12,0.00000,0.78359,0.00000,0.00000,0.00000,0.00000,0.10689,0.00000
combined_hard_shift,mug_pour_handoff,1,7,geometry_only_closure_score,15,0.00000,0.98810,1.00000,1.00000,0.00000,1.00000,0.66290,0.34765
combined_hard_shift,mug_pour_handoff,1,7,language_only_semantic_score,9,0.00000,0.72132,1.00000,1.00000,0.00000,0.00000,0.43195,0.31596
combined_hard_shift,mug_pour_handoff,1,8,full_semantic_force_closure,6,1.00000,0.79851,0.00000,0.00000,0.00000,0.00000,0.18354,0.00000
combined_hard_shift,mug_pour_handoff,1,8,minus_task_intent_conditioning,6,1.00000,0.79851,0.00000,0.00000,0.00000,0.00000,0.33795,0.00000
combined_hard_shift,mug_pour_handoff,1,8,minus_forbidden_surface_semantics,6,1.00000,0.79851,0.00000,0.00000,1.00000,0.00000,0.28814,0.00000
combined_hard_shift,mug_pour_handoff,1,8,minus_functional_access_constraint,6,1.00000,0.79851,0.00000,0.00000,0.00000,0.00000,0.35378,0.00000
combined_hard_shift,mug_pour_handoff,1,8,minus_material_deformation_risk,6,1.00000,0.79851,0.00000,0.00000,0.00000,0.00000,0.19411,0.00000
combined_hard_shift,mug_pour_handoff,1,8,geometry_only_closure_score,9,0.00000,0.96867,1.00000,1.00000,0.00000,0.00000,0.67227,0.54209
combined_hard_shift,mug_pour_handoff,1,8,language_only_semantic_score,13,0.00000,0.09811,0.00000,0.00000,0.00000,1.00000,0.01421,0.31974
combined_hard_shift,mug_pour_handoff,1,9,full_semantic_force_closure,2,0.00000,0.95952,1.00000,1.00000,0.00000,0.00000,0.62246,0.33716
combined_hard_shift,mug_pour_handoff,1,9,minus_task_intent_conditioning,2,0.00000,0.95952,1.00000,1.00000,0.00000,1.00000,0.52801,0.33716
combined_hard_shift,mug_pour_handoff,1,9,minus_forbidden_surface_semantics,2,0.00000,0.95952,1.00000,1.00000,0.00000,1.00000,0.60717,0.33716
combined_hard_shift,mug_pour_handoff,1,9,minus_functional_access_constraint,2,0.00000,0.95952,1.00000,1.00000,0.00000,1.00000,0.52527,0.33716
combined_hard_shift,mug_pour_handoff,1,9,minus_material_deformation_risk,2,0.00000,0.95952,1.00000,1.00000,0.00000,0.00000,0.67157,0.33716
combined_hard_shift,mug_pour_handoff,1,9,geometry_only_closure_score,2,0.00000,0.95952,1.00000,1.00000,0.00000,0.00000,0.64808,0.33716
combined_hard_shift,mug_pour_handoff,1,9,language_only_semantic_score,4,0.00000,0.41801,0.00000,0.00000,0.00000,1.00000,0.05103,0.00520
combined_hard_shift,mug_pour_handoff,1,10,full_semantic_force_closure,3,0.00000,0.99926,0.00000,0.00000,0.00000,0.00000,0.21557,0.07446
combined_hard_shift,mug_pour_handoff,1,10,minus_task_intent_conditioning,3,0.00000,0.99926,0.00000,0.00000,0.00000,1.00000,0.07561,0.07446
combined_hard_shift,mug_pour_handoff,1,10,minus_forbidden_surface_semantics,3,0.00000,0.99926,1.00000,0.00000,0.00000,1.00000,0.15199,0.07446
combined_hard_shift,mug_pour_handoff,1,10,minus_functional_access_constraint,3,1.00000,0.99926,0.00000,0.00000,0.00000,1.00000,0.05044,0.07446
combined_hard_shift,mug_pour_handoff,1,10,minus_material_deformation_risk,3,0.00000,0.99926,0.00000,1.00000,0.00000,1.00000,0.31268,0.07446
combined_hard_shift,mug_pour_handoff,1,10,geometry_only_closure_score,3,0.00000,0.99926,1.00000,0.00000,0.00000,0.00000,0.19385,0.07446
combined_hard_shift,mug_pour_handoff,1,10,language_only_semantic_score,3,0.00000,0.99926,1.00000,1.00000,0.00000,1.00000,0.40360,0.07446
combined_hard_shift,mug_pour_handoff,1,11,full_semantic_force_closure,8,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.38455,0.19585
combined_hard_shift,mug_pour_handoff,1,11,minus_task_intent_conditioning,8,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.26159,0.19585
combined_hard_shift,mug_pour_handoff,1,11,minus_forbidden_surface_semantics,8,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.30808,0.19585
combined_hard_shift,mug_pour_handoff,1,11,minus_functional_access_constraint,8,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.26023,0.19585
combined_hard_shift,mug_pour_handoff,1,11,minus_material_deformation_risk,5,0.00000,0.63496,1.00000,0.00000,0.00000,0.00000,0.13441,0.00000
combined_hard_shift,mug_pour_handoff,1,11,geometry_only_closure_score,2,0.00000,0.85318,0.00000,0.00000,0.00000,0.00000,0.37405,0.16974
combined_hard_shift,mug_pour_handoff,1,11,language_only_semantic_score,13,1.00000,0.38359,0.00000,0.00000,1.00000,0.00000,0.00000,0.04834
combined_hard_shift,mug_pour_handoff,1,12,full_semantic_force_closure,13,1.00000,0.58479,0.00000,0.00000,0.00000,1.00000,0.10229,0.16884
combined_hard_shift,mug_pour_handoff,1,12,minus_task_intent_conditioning,5,0.00000,0.90836,0.00000,1.00000,0.00000,1.00000,0.10292,0.22276
combined_hard_shift,mug_pour_handoff,1,12,minus_forbidden_surface_semantics,13,1.00000,0.58479,0.00000,1.00000,0.00000,1.00000,0.17017,0.16884
combined_hard_shift,mug_pour_handoff,1,12,minus_functional_access_constraint,5,0.00000,0.90836,0.00000,1.00000,0.00000,1.00000,0.09875,0.22276
combined_hard_shift,mug_pour_handoff,1,12,minus_material_deformation_risk,13,0.00000,0.58479,0.00000,1.00000,0.00000,1.00000,0.01582,0.16884
combined_hard_shift,mug_pour_handoff,1,12,geometry_only_closure_score,5,0.00000,0.90836,1.00000,1.00000,0.00000,1.00000,0.06464,0.22276
combined_hard_shift,mug_pour_handoff,1,12,language_only_semantic_score,7,1.00000,0.56880,0.00000,0.00000,1.00000,0.00000,0.05372,0.00000
combined_hard_shift,mug_pour_handoff,1,13,full_semantic_force_closure,4,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.59210,0.06370
combined_hard_shift,mug_pour_handoff,1,13,minus_task_intent_conditioning,4,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.53277,0.06370
combined_hard_shift,mug_pour_handoff,1,13,minus_forbidden_surface_semantics,4,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.56346,0.06370
combined_hard_shift,mug_pour_handoff,1,13,minus_functional_access_constraint,4,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.54208,0.06370
combined_hard_shift,mug_pour_handoff,1,13,minus_material_deformation_risk,4,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.64502,0.06370
combined_hard_shift,mug_pour_handoff,1,13,geometry_only_closure_score,4,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.61240,0.06370
combined_hard_shift,mug_pour_handoff,1,13,language_only_semantic_score,5,0.00000,0.86823,0.00000,0.00000,0.00000,1.00000,0.24446,0.04507
combined_hard_shift,mug_pour_handoff,1,14,full_semantic_force_closure,10,0.00000,0.51298,0.00000,0.00000,0.00000,1.00000,0.27380,0.00000
combined_hard_shift,mug_pour_handoff,1,14,minus_task_intent_conditioning,10,0.00000,0.51298,0.00000,1.00000,0.00000,1.00000,0.43381,0.00000
combined_hard_shift,mug_pour_handoff,1,14,minus_forbidden_surface_semantics,10,0.00000,0.51298,0.00000,0.00000,0.00000,0.00000,0.40440,0.00000
combined_hard_shift,mug_pour_handoff,1,14,minus_functional_access_constraint,10,0.00000,0.51298,0.00000,1.00000,1.00000,0.00000,0.44500,0.00000
combined_hard_shift,mug_pour_handoff,1,14,minus_material_deformation_risk,10,1.00000,0.51298,0.00000,0.00000,1.00000,0.00000,0.30180,0.00000
combined_hard_shift,mug_pour_handoff,1,14,geometry_only_closure_score,12,0.00000,1.00000,1.00000,1.00000,0.00000,1.00000,0.55317,0.27616
combined_hard_shift,mug_pour_handoff,1,14,language_only_semantic_score,10,1.00000,0.51298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
combined_hard_shift,mug_pour_handoff,1,15,full_semantic_force_closure,13,1.00000,0.90306,1.00000,0.00000,0.00000,0.00000,0.18693,0.00000
