split,task,seed,episode,method,candidate,task_success,mechanical_closure_margin,semantic_violation,functional_blockage,slip_rate,damage_rate,semantic_calibration_error,oracle_regret
combined_hard_shift,mug_pour_handoff,0,4,minus_material_deformation_risk,8,0.00000,0.99954,1.00000,1.00000,0.00000,1.00000,0.20607,0.15310
combined_hard_shift,mug_pour_handoff,0,4,geometry_only_closure_score,6,0.00000,0.88151,1.00000,1.00000,0.00000,0.00000,0.58821,0.39981
combined_hard_shift,mug_pour_handoff,0,4,language_only_semantic_score,1,0.00000,0.40470,0.00000,0.00000,0.00000,0.00000,0.04181,0.06441
combined_hard_shift,mug_pour_handoff,0,5,full_semantic_force_closure,8,1.00000,0.45270,1.00000,1.00000,0.00000,0.00000,0.02121,0.07743
combined_hard_shift,mug_pour_handoff,0,5,minus_task_intent_conditioning,5,0.00000,0.66639,0.00000,1.00000,0.00000,1.00000,0.23028,0.00000
combined_hard_shift,mug_pour_handoff,0,5,minus_forbidden_surface_semantics,8,0.00000,0.45270,1.00000,0.00000,1.00000,1.00000,0.15309,0.07743
combined_hard_shift,mug_pour_handoff,0,5,minus_functional_access_constraint,1,0.00000,0.69929,0.00000,0.00000,1.00000,0.00000,0.18000,0.05723
combined_hard_shift,mug_pour_handoff,0,5,minus_material_deformation_risk,8,0.00000,0.45270,0.00000,1.00000,1.00000,0.00000,0.03433,0.07743
combined_hard_shift,mug_pour_handoff,0,5,geometry_only_closure_score,14,0.00000,0.93474,1.00000,0.00000,0.00000,0.00000,0.59066,0.18879
combined_hard_shift,mug_pour_handoff,0,5,language_only_semantic_score,8,0.00000,0.45270,1.00000,1.00000,1.00000,0.00000,0.20440,0.07743
combined_hard_shift,mug_pour_handoff,0,6,full_semantic_force_closure,4,0.00000,0.83960,0.00000,0.00000,0.00000,0.00000,0.15639,0.00000
combined_hard_shift,mug_pour_handoff,0,6,minus_task_intent_conditioning,4,0.00000,0.83960,0.00000,0.00000,0.00000,0.00000,0.02586,0.00000
combined_hard_shift,mug_pour_handoff,0,6,minus_forbidden_surface_semantics,4,1.00000,0.83960,0.00000,0.00000,0.00000,0.00000,0.07974,0.00000
combined_hard_shift,mug_pour_handoff,0,6,minus_functional_access_constraint,4,1.00000,0.83960,0.00000,1.00000,0.00000,0.00000,0.01695,0.00000
combined_hard_shift,mug_pour_handoff,0,6,minus_material_deformation_risk,4,0.00000,0.83960,1.00000,0.00000,0.00000,0.00000,0.17918,0.00000
combined_hard_shift,mug_pour_handoff,0,6,geometry_only_closure_score,6,0.00000,0.78087,1.00000,1.00000,1.00000,0.00000,0.71308,0.54099
combined_hard_shift,mug_pour_handoff,0,6,language_only_semantic_score,9,0.00000,0.37486,0.00000,0.00000,0.00000,0.00000,0.00000,0.17109
combined_hard_shift,mug_pour_handoff,0,7,full_semantic_force_closure,4,0.00000,0.83211,1.00000,1.00000,0.00000,1.00000,0.32583,0.11930
combined_hard_shift,mug_pour_handoff,0,7,minus_task_intent_conditioning,4,0.00000,0.83211,1.00000,0.00000,0.00000,0.00000,0.23444,0.11930
combined_hard_shift,mug_pour_handoff,0,7,minus_forbidden_surface_semantics,4,0.00000,0.83211,1.00000,1.00000,0.00000,0.00000,0.29103,0.11930
combined_hard_shift,mug_pour_handoff,0,7,minus_functional_access_constraint,4,1.00000,0.83211,1.00000,0.00000,0.00000,0.00000,0.22619,0.11930
combined_hard_shift,mug_pour_handoff,0,7,minus_material_deformation_risk,4,0.00000,0.83211,1.00000,1.00000,0.00000,0.00000,0.41159,0.11930
combined_hard_shift,mug_pour_handoff,0,7,geometry_only_closure_score,4,0.00000,0.83211,1.00000,0.00000,0.00000,0.00000,0.34436,0.11930
combined_hard_shift,mug_pour_handoff,0,7,language_only_semantic_score,6,0.00000,0.27927,0.00000,0.00000,0.00000,0.00000,0.10950,0.11525
combined_hard_shift,mug_pour_handoff,0,8,full_semantic_force_closure,8,0.00000,0.52250,0.00000,0.00000,0.00000,1.00000,0.21049,0.00000
combined_hard_shift,mug_pour_handoff,0,8,minus_task_intent_conditioning,15,0.00000,0.59249,0.00000,0.00000,0.00000,0.00000,0.25582,0.22088
combined_hard_shift,mug_pour_handoff,0,8,minus_forbidden_surface_semantics,15,0.00000,0.59249,0.00000,1.00000,0.00000,0.00000,0.27976,0.22088
combined_hard_shift,mug_pour_handoff,0,8,minus_functional_access_constraint,15,0.00000,0.59249,0.00000,1.00000,0.00000,1.00000,0.24729,0.22088
combined_hard_shift,mug_pour_handoff,0,8,minus_material_deformation_risk,15,0.00000,0.59249,0.00000,1.00000,0.00000,0.00000,0.09748,0.22088
combined_hard_shift,mug_pour_handoff,0,8,geometry_only_closure_score,15,0.00000,0.59249,0.00000,1.00000,0.00000,0.00000,0.19679,0.22088
combined_hard_shift,mug_pour_handoff,0,8,language_only_semantic_score,8,1.00000,0.52250,1.00000,0.00000,0.00000,0.00000,0.07215,0.00000
combined_hard_shift,mug_pour_handoff,0,9,full_semantic_force_closure,10,0.00000,0.71964,1.00000,0.00000,0.00000,0.00000,0.21460,0.34647
combined_hard_shift,mug_pour_handoff,0,9,minus_task_intent_conditioning,10,0.00000,0.71964,1.00000,1.00000,0.00000,0.00000,0.16048,0.34647
combined_hard_shift,mug_pour_handoff,0,9,minus_forbidden_surface_semantics,12,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.55189,0.20295
combined_hard_shift,mug_pour_handoff,0,9,minus_functional_access_constraint,10,0.00000,0.71964,1.00000,0.00000,0.00000,0.00000,0.16811,0.34647
combined_hard_shift,mug_pour_handoff,0,9,minus_material_deformation_risk,4,1.00000,0.81572,1.00000,0.00000,0.00000,1.00000,0.14107,0.05610
combined_hard_shift,mug_pour_handoff,0,9,geometry_only_closure_score,7,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.69639,0.27268
combined_hard_shift,mug_pour_handoff,0,9,language_only_semantic_score,11,0.00000,0.39571,1.00000,0.00000,1.00000,0.00000,0.00604,0.11609
combined_hard_shift,mug_pour_handoff,0,10,full_semantic_force_closure,6,0.00000,0.61709,1.00000,1.00000,0.00000,1.00000,0.12415,0.25305
combined_hard_shift,mug_pour_handoff,0,10,minus_task_intent_conditioning,6,0.00000,0.61709,1.00000,0.00000,1.00000,0.00000,0.03724,0.25305
combined_hard_shift,mug_pour_handoff,0,10,minus_forbidden_surface_semantics,8,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.52552,0.31525
combined_hard_shift,mug_pour_handoff,0,10,minus_functional_access_constraint,6,0.00000,0.61709,1.00000,1.00000,1.00000,0.00000,0.01955,0.25305
combined_hard_shift,mug_pour_handoff,0,10,minus_material_deformation_risk,6,0.00000,0.61709,0.00000,0.00000,0.00000,0.00000,0.22892,0.25305
combined_hard_shift,mug_pour_handoff,0,10,geometry_only_closure_score,8,0.00000,1.00000,1.00000,0.00000,1.00000,0.00000,0.58842,0.31525
combined_hard_shift,mug_pour_handoff,0,10,language_only_semantic_score,1,1.00000,0.34942,0.00000,0.00000,0.00000,0.00000,0.06987,0.00000
combined_hard_shift,mug_pour_handoff,0,11,full_semantic_force_closure,3,0.00000,0.71076,0.00000,1.00000,0.00000,0.00000,0.30507,0.15543
combined_hard_shift,mug_pour_handoff,0,11,minus_task_intent_conditioning,3,0.00000,0.71076,1.00000,0.00000,0.00000,0.00000,0.24152,0.15543
combined_hard_shift,mug_pour_handoff,0,11,minus_forbidden_surface_semantics,3,0.00000,0.71076,1.00000,1.00000,0.00000,0.00000,0.28147,0.15543
combined_hard_shift,mug_pour_handoff,0,11,minus_functional_access_constraint,3,0.00000,0.71076,1.00000,0.00000,0.00000,1.00000,0.24298,0.15543
combined_hard_shift,mug_pour_handoff,0,11,minus_material_deformation_risk,3,0.00000,0.71076,1.00000,1.00000,0.00000,1.00000,0.38832,0.15543
combined_hard_shift,mug_pour_handoff,0,11,geometry_only_closure_score,3,0.00000,0.71076,0.00000,1.00000,0.00000,0.00000,0.37068,0.15543
combined_hard_shift,mug_pour_handoff,0,11,language_only_semantic_score,12,1.00000,0.58938,0.00000,0.00000,0.00000,0.00000,0.13854,0.01561
combined_hard_shift,mug_pour_handoff,0,12,full_semantic_force_closure,13,0.00000,0.87431,0.00000,1.00000,1.00000,0.00000,0.24403,0.00000
combined_hard_shift,mug_pour_handoff,0,12,minus_task_intent_conditioning,13,0.00000,0.87431,0.00000,0.00000,1.00000,0.00000,0.27216,0.00000
combined_hard_shift,mug_pour_handoff,0,12,minus_forbidden_surface_semantics,13,1.00000,0.87431,0.00000,0.00000,0.00000,0.00000,0.33653,0.00000
combined_hard_shift,mug_pour_handoff,0,12,minus_functional_access_constraint,13,0.00000,0.87431,0.00000,1.00000,1.00000,0.00000,0.23122,0.00000
combined_hard_shift,mug_pour_handoff,0,12,minus_material_deformation_risk,13,0.00000,0.87431,0.00000,1.00000,0.00000,0.00000,0.21816,0.00000
combined_hard_shift,mug_pour_handoff,0,12,geometry_only_closure_score,5,0.00000,0.77300,1.00000,0.00000,1.00000,0.00000,0.66808,0.35477
combined_hard_shift,mug_pour_handoff,0,12,language_only_semantic_score,10,0.00000,0.49641,0.00000,1.00000,1.00000,0.00000,0.01664,0.01771
combined_hard_shift,mug_pour_handoff,0,13,full_semantic_force_closure,1,1.00000,0.54457,0.00000,0.00000,0.00000,0.00000,0.28892,0.00000
combined_hard_shift,mug_pour_handoff,0,13,minus_task_intent_conditioning,6,0.00000,0.87348,1.00000,1.00000,0.00000,1.00000,0.10239,0.04312
combined_hard_shift,mug_pour_handoff,0,13,minus_forbidden_surface_semantics,1,1.00000,0.54457,0.00000,0.00000,0.00000,1.00000,0.41435,0.00000
combined_hard_shift,mug_pour_handoff,0,13,minus_functional_access_constraint,6,1.00000,0.87348,0.00000,0.00000,0.00000,1.00000,0.07215,0.04312
combined_hard_shift,mug_pour_handoff,0,13,minus_material_deformation_risk,1,1.00000,0.54457,0.00000,0.00000,1.00000,0.00000,0.28477,0.00000
combined_hard_shift,mug_pour_handoff,0,13,geometry_only_closure_score,6,1.00000,0.87348,0.00000,1.00000,0.00000,1.00000,0.07809,0.04312
combined_hard_shift,mug_pour_handoff,0,13,language_only_semantic_score,1,0.00000,0.54457,0.00000,0.00000,1.00000,0.00000,0.03296,0.00000
combined_hard_shift,mug_pour_handoff,0,14,full_semantic_force_closure,7,0.00000,0.34132,0.00000,0.00000,1.00000,0.00000,0.30160,0.00240
combined_hard_shift,mug_pour_handoff,0,14,minus_task_intent_conditioning,7,1.00000,0.34132,0.00000,0.00000,1.00000,0.00000,0.44870,0.00240
combined_hard_shift,mug_pour_handoff,0,14,minus_forbidden_surface_semantics,7,1.00000,0.34132,0.00000,0.00000,0.00000,0.00000,0.40383,0.00240
combined_hard_shift,mug_pour_handoff,0,14,minus_functional_access_constraint,7,1.00000,0.34132,0.00000,0.00000,0.00000,0.00000,0.46576,0.00240
combined_hard_shift,mug_pour_handoff,0,14,minus_material_deformation_risk,7,0.00000,0.34132,0.00000,0.00000,0.00000,1.00000,0.32171,0.00240
combined_hard_shift,mug_pour_handoff,0,14,geometry_only_closure_score,10,0.00000,0.81241,1.00000,0.00000,0.00000,1.00000,0.55003,0.38624
combined_hard_shift,mug_pour_handoff,0,14,language_only_semantic_score,1,0.00000,0.32477,0.00000,0.00000,1.00000,0.00000,0.15192,0.03703
combined_hard_shift,mug_pour_handoff,0,15,full_semantic_force_closure,7,1.00000,0.57527,0.00000,0.00000,0.00000,0.00000,0.01482,0.06136
combined_hard_shift,mug_pour_handoff,0,15,minus_task_intent_conditioning,7,0.00000,0.57527,1.00000,1.00000,1.00000,0.00000,0.18579,0.06136
combined_hard_shift,mug_pour_handoff,0,15,minus_forbidden_surface_semantics,7,1.00000,0.57527,0.00000,1.00000,0.00000,0.00000,0.13563,0.06136
combined_hard_shift,mug_pour_handoff,0,15,minus_functional_access_constraint,7,1.00000,0.57527,0.00000,1.00000,0.00000,0.00000,0.20220,0.06136
combined_hard_shift,mug_pour_handoff,0,15,minus_material_deformation_risk,3,0.00000,0.92322,0.00000,1.00000,0.00000,0.00000,0.02644,0.00000
combined_hard_shift,mug_pour_handoff,0,15,geometry_only_closure_score,3,0.00000,0.92322,0.00000,0.00000,0.00000,1.00000,0.14157,0.00000
combined_hard_shift,mug_pour_handoff,0,15,language_only_semantic_score,10,0.00000,0.34179,0.00000,0.00000,0.00000,0.00000,0.11025,0.13286
combined_hard_shift,mug_pour_handoff,0,16,full_semantic_force_closure,11,0.00000,0.79869,0.00000,1.00000,1.00000,0.00000,0.06467,0.12840
combined_hard_shift,mug_pour_handoff,0,16,minus_task_intent_conditioning,11,0.00000,0.79869,1.00000,0.00000,0.00000,1.00000,0.03159,0.12840
combined_hard_shift,mug_pour_handoff,0,16,minus_forbidden_surface_semantics,11,1.00000,0.79869,0.00000,0.00000,0.00000,0.00000,0.00205,0.12840
combined_hard_shift,mug_pour_handoff,0,16,minus_functional_access_constraint,11,0.00000,0.79869,0.00000,0.00000,0.00000,0.00000,0.03885,0.12840
combined_hard_shift,mug_pour_handoff,0,16,minus_material_deformation_risk,0,0.00000,0.93729,0.00000,1.00000,0.00000,1.00000,0.02934,0.00000
combined_hard_shift,mug_pour_handoff,0,16,geometry_only_closure_score,0,0.00000,0.93729,1.00000,1.00000,0.00000,1.00000,0.09679,0.00000
combined_hard_shift,mug_pour_handoff,0,16,language_only_semantic_score,6,0.00000,0.64590,1.00000,0.00000,1.00000,1.00000,0.11961,0.05874
combined_hard_shift,mug_pour_handoff,0,17,full_semantic_force_closure,4,0.00000,0.80658,0.00000,0.00000,0.00000,0.00000,0.28843,0.00000
combined_hard_shift,mug_pour_handoff,0,17,minus_task_intent_conditioning,4,0.00000,0.80658,0.00000,0.00000,0.00000,0.00000,0.44049,0.00000
combined_hard_shift,mug_pour_handoff,0,17,minus_forbidden_surface_semantics,4,1.00000,0.80658,0.00000,0.00000,0.00000,1.00000,0.39178,0.00000
combined_hard_shift,mug_pour_handoff,0,17,minus_functional_access_constraint,4,1.00000,0.80658,0.00000,0.00000,0.00000,0.00000,0.46345,0.00000
combined_hard_shift,mug_pour_handoff,0,17,minus_material_deformation_risk,4,1.00000,0.80658,0.00000,1.00000,1.00000,0.00000,0.25099,0.00000
combined_hard_shift,mug_pour_handoff,0,17,geometry_only_closure_score,14,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.60579,0.42786
combined_hard_shift,mug_pour_handoff,0,17,language_only_semantic_score,4,1.00000,0.80658,0.00000,0.00000,0.00000,1.00000,0.10976,0.00000
combined_hard_shift,mug_pour_handoff,0,18,full_semantic_force_closure,13,1.00000,0.34868,0.00000,0.00000,1.00000,0.00000,0.37434,0.00000
combined_hard_shift,mug_pour_handoff,0,18,minus_task_intent_conditioning,12,0.00000,0.96729,1.00000,0.00000,0.00000,0.00000,0.41506,0.28631
combined_hard_shift,mug_pour_handoff,0,18,minus_forbidden_surface_semantics,12,0.00000,0.96729,1.00000,1.00000,0.00000,0.00000,0.55361,0.28631
combined_hard_shift,mug_pour_handoff,0,18,minus_functional_access_constraint,12,0.00000,0.96729,1.00000,1.00000,0.00000,1.00000,0.39788,0.28631
combined_hard_shift,mug_pour_handoff,0,18,minus_material_deformation_risk,12,0.00000,0.96729,1.00000,1.00000,0.00000,0.00000,0.56326,0.28631
combined_hard_shift,mug_pour_handoff,0,18,geometry_only_closure_score,0,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.66415,0.36121
combined_hard_shift,mug_pour_handoff,0,18,language_only_semantic_score,2,0.00000,0.46226,0.00000,0.00000,0.00000,0.00000,0.09261,0.06489
combined_hard_shift,mug_pour_handoff,0,19,full_semantic_force_closure,5,1.00000,0.78571,0.00000,0.00000,0.00000,1.00000,0.25427,0.00686
combined_hard_shift,mug_pour_handoff,0,19,minus_task_intent_conditioning,5,1.00000,0.78571,0.00000,0.00000,0.00000,0.00000,0.34341,0.00686
combined_hard_shift,mug_pour_handoff,0,19,minus_forbidden_surface_semantics,5,0.00000,0.78571,0.00000,1.00000,0.00000,0.00000,0.31267,0.00686
combined_hard_shift,mug_pour_handoff,0,19,minus_functional_access_constraint,5,1.00000,0.78571,0.00000,1.00000,0.00000,0.00000,0.34507,0.00686
combined_hard_shift,mug_pour_handoff,0,19,minus_material_deformation_risk,4,1.00000,1.00000,0.00000,1.00000,0.00000,1.00000,0.22121,0.02667
combined_hard_shift,mug_pour_handoff,0,19,geometry_only_closure_score,11,0.00000,0.73104,1.00000,1.00000,0.00000,0.00000,0.69153,0.44320
combined_hard_shift,mug_pour_handoff,0,19,language_only_semantic_score,13,1.00000,0.53073,0.00000,1.00000,1.00000,0.00000,0.00369,0.07625
combined_hard_shift,mug_pour_handoff,0,20,full_semantic_force_closure,3,0.00000,0.56836,0.00000,0.00000,1.00000,1.00000,0.10311,0.00832
combined_hard_shift,mug_pour_handoff,0,20,minus_task_intent_conditioning,5,0.00000,0.70482,0.00000,0.00000,0.00000,0.00000,0.26967,0.00000
combined_hard_shift,mug_pour_handoff,0,20,minus_forbidden_surface_semantics,7,0.00000,0.73658,1.00000,0.00000,0.00000,0.00000,0.28610,0.06284
combined_hard_shift,mug_pour_handoff,0,20,minus_functional_access_constraint,5,1.00000,0.70482,0.00000,1.00000,0.00000,0.00000,0.23892,0.00000
combined_hard_shift,mug_pour_handoff,0,20,minus_material_deformation_risk,5,0.00000,0.70482,0.00000,0.00000,0.00000,0.00000,0.18820,0.00000
combined_hard_shift,mug_pour_handoff,0,20,geometry_only_closure_score,5,0.00000,0.70482,0.00000,0.00000,1.00000,0.00000,0.19142,0.00000
combined_hard_shift,mug_pour_handoff,0,20,language_only_semantic_score,10,0.00000,0.28777,0.00000,0.00000,1.00000,0.00000,0.07879,0.23052
combined_hard_shift,mug_pour_handoff,0,21,full_semantic_force_closure,2,0.00000,0.78765,1.00000,0.00000,0.00000,1.00000,0.23554,0.16619
combined_hard_shift,mug_pour_handoff,0,21,minus_task_intent_conditioning,2,0.00000,0.78765,1.00000,0.00000,0.00000,1.00000,0.16373,0.16619
combined_hard_shift,mug_pour_handoff,0,21,minus_forbidden_surface_semantics,2,0.00000,0.78765,0.00000,0.00000,1.00000,0.00000,0.17699,0.16619
combined_hard_shift,mug_pour_handoff,0,21,minus_functional_access_constraint,2,0.00000,0.78765,1.00000,0.00000,0.00000,1.00000,0.15240,0.16619
combined_hard_shift,mug_pour_handoff,0,21,minus_material_deformation_risk,2,0.00000,0.78765,1.00000,0.00000,0.00000,1.00000,0.40793,0.16619
combined_hard_shift,mug_pour_handoff,0,21,geometry_only_closure_score,2,0.00000,0.78765,0.00000,0.00000,1.00000,1.00000,0.27280,0.16619
combined_hard_shift,mug_pour_handoff,0,21,language_only_semantic_score,10,1.00000,0.37969,0.00000,0.00000,0.00000,0.00000,0.03364,0.08612
combined_hard_shift,mug_pour_handoff,0,22,full_semantic_force_closure,5,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.11812,0.04065
combined_hard_shift,mug_pour_handoff,0,22,minus_task_intent_conditioning,5,0.00000,1.00000,0.00000,1.00000,0.00000,1.00000,0.20440,0.04065
combined_hard_shift,mug_pour_handoff,0,22,minus_forbidden_surface_semantics,5,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.12574,0.04065
combined_hard_shift,mug_pour_handoff,0,22,minus_functional_access_constraint,5,0.00000,1.00000,1.00000,1.00000,0.00000,1.00000,0.23518,0.04065
combined_hard_shift,mug_pour_handoff,0,22,minus_material_deformation_risk,5,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.08877,0.04065
combined_hard_shift,mug_pour_handoff,0,22,geometry_only_closure_score,5,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.03822,0.04065
combined_hard_shift,mug_pour_handoff,0,22,language_only_semantic_score,1,0.00000,0.93070,0.00000,0.00000,0.00000,1.00000,0.10431,0.00000
combined_hard_shift,mug_pour_handoff,0,23,full_semantic_force_closure,4,0.00000,0.79748,0.00000,1.00000,0.00000,1.00000,0.26698,0.00000
combined_hard_shift,mug_pour_handoff,0,23,minus_task_intent_conditioning,11,0.00000,0.21339,0.00000,0.00000,0.00000,1.00000,0.34913,0.28912
combined_hard_shift,mug_pour_handoff,0,23,minus_forbidden_surface_semantics,15,0.00000,0.95773,1.00000,1.00000,0.00000,0.00000,0.55916,0.35402
combined_hard_shift,mug_pour_handoff,0,23,minus_functional_access_constraint,11,0.00000,0.21339,0.00000,1.00000,1.00000,0.00000,0.34728,0.28912
combined_hard_shift,mug_pour_handoff,0,23,minus_material_deformation_risk,15,0.00000,0.95773,1.00000,1.00000,1.00000,0.00000,0.68762,0.35402
combined_hard_shift,mug_pour_handoff,0,23,geometry_only_closure_score,10,0.00000,0.76038,0.00000,0.00000,0.00000,0.00000,0.11584,0.23420
combined_hard_shift,mug_pour_handoff,0,23,language_only_semantic_score,11,0.00000,0.21339,0.00000,0.00000,1.00000,1.00000,0.04798,0.28912
combined_hard_shift,mug_pour_handoff,0,24,full_semantic_force_closure,0,1.00000,0.84542,1.00000,0.00000,0.00000,0.00000,0.29852,0.19551
combined_hard_shift,mug_pour_handoff,0,24,minus_task_intent_conditioning,0,0.00000,0.84542,1.00000,1.00000,0.00000,0.00000,0.19411,0.19551
combined_hard_shift,mug_pour_handoff,0,24,minus_forbidden_surface_semantics,0,0.00000,0.84542,1.00000,1.00000,0.00000,1.00000,0.22409,0.19551
combined_hard_shift,mug_pour_handoff,0,24,minus_functional_access_constraint,0,0.00000,0.84542,0.00000,1.00000,0.00000,1.00000,0.19649,0.19551
combined_hard_shift,mug_pour_handoff,0,24,minus_material_deformation_risk,0,0.00000,0.84542,1.00000,0.00000,0.00000,1.00000,0.31088,0.19551
combined_hard_shift,mug_pour_handoff,0,24,geometry_only_closure_score,9,0.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0.70095,0.31179
combined_hard_shift,mug_pour_handoff,0,24,language_only_semantic_score,8,0.00000,0.95447,0.00000,0.00000,0.00000,1.00000,0.35968,0.12548
combined_hard_shift,mug_pour_handoff,0,25,full_semantic_force_closure,5,0.00000,0.82020,1.00000,0.00000,0.00000,0.00000,0.50993,0.21524
combined_hard_shift,mug_pour_handoff,0,25,minus_task_intent_conditioning,5,0.00000,0.82020,1.00000,0.00000,0.00000,0.00000,0.38578,0.21524
combined_hard_shift,mug_pour_handoff,0,25,minus_forbidden_surface_semantics,5,1.00000,0.82020,1.00000,0.00000,0.00000,0.00000,0.48322,0.21524
combined_hard_shift,mug_pour_handoff,0,25,minus_functional_access_constraint,5,0.00000,0.82020,1.00000,1.00000,0.00000,1.00000,0.37070,0.21524
